date,JJM,APCJ,SMSF,CCS,YP,RBI,OIY,CUBC,RBHC,AM,equal_weight_returns
2017-04-26,-0.0020761365266999,,0.0,0.0001384719978163,0.0,0.0017699282970811,0.0,,0.0,0.0,-2.096702897531251e-05
2017-04-27,-0.0006338533263962,,0.0036565049510568,0.000279107490881,0.0,0.0008258012856576,0.0,,-0.0012027947498501,0.0,0.0003655957064186374
2017-04-28,0.0,,0.0004976956748261,0.0,0.0,0.000679946049886,0.0,,-0.0003523764246771,0.0,0.00010315816250437498
2017-05-02,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0001361945618085,0.0,1.70243202260625e-05
2017-05-03,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-05-04,0.0,,0.0,0.0,-0.0025315263105586,0.0,0.0,,0.0,0.0,-0.000316440788819825
2017-05-05,0.0,,0.0,0.0,-0.0011439014318512,0.0,0.0,,0.0,0.0,-0.0001429876789814
2017-05-08,0.0,,0.0,0.0,0.0,0.0050155065618129,0.0,,0.0,0.0,0.0006269383202266125
2017-05-09,0.0,,0.0028816235861761,0.0,0.0,0.0012385587435923,0.0,,0.0,0.0,0.00051502279122105
2017-05-10,0.0020904086647406,,-0.0063660458183839,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0005344546442054125
2017-05-11,0.0038552034717027,,0.0,0.0,0.0,0.0,0.0,,0.0028817925738668,0.0,0.0008421245056961875
2017-05-12,-0.002123146837557,,0.0,-0.0002301980186906,0.0,0.008475555220736,0.0,,-0.0009420114111052,0.0,0.0006475248691729
2017-05-15,-0.0011889888070486,,0.0,0.0012094434248526,0.0,-0.0008249602703481,0.0,,0.0,0.0,-0.0001005632065680125
2017-05-16,-0.000908466351176,,0.0,0.000160572916438,0.0,0.0,0.0,,0.0,-0.0004515208555757,-0.0001499267862892125
2017-05-17,0.0010347120558724,,0.0,0.0,0.0,-0.0073696528533837,0.0,,-0.0029525873912166,-0.0001432871591526,-0.0011788519184850624
2017-05-18,0.0022389198266086,,0.0,0.0,0.0,-0.0002293016735309,0.0,,1.9946060105580088e-05,0.0,0.00025369552664791003
2017-05-19,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-05-22,0.0,,0.0,0.0,-0.0031151156839348,0.0,0.0,,0.0,0.0,-0.00038938946049185
2017-05-23,0.0,,-0.0023082909841332,0.0,-0.0011720531444011,0.0,0.0,,0.0,0.0,-0.0004350430160667875
2017-05-24,0.0,,0.0012687140363625,0.0,0.0,0.0,0.0,,0.0,0.0,0.0001585892545453125
2017-05-25,0.0,,0.0023851415353144,0.0,0.0,0.0,0.0,,0.0,0.0,0.0002981426919143
2017-05-26,-0.0048630290400373,,0.0007838622142906,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0005098958532183376
2017-05-31,0.0031530874783702,,0.0,0.0,0.0,0.0002750597541709,0.0,,-0.0041343712840359,0.0,-8.827800643685003e-05
2017-06-01,-0.0001229688878628,,0.0,0.0,0.0,8.879635267811103e-05,0.0,,-1.4138920742534644e-05,0.0,-6.0389319909029525e-06
2017-06-02,0.0,,0.0,0.0,0.0004933343740116,0.0,0.0,,0.0,0.0,6.166679675145e-05
2017-06-05,0.0,,0.0,0.0,-0.0005037318450651,0.0,0.0,,0.0,0.0,-6.29664806331375e-05
2017-06-06,0.0,,-0.0009653568666853,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0001206696083356625
2017-06-07,0.0,,0.0020452264866257,0.0,0.0,0.0,0.0,,-0.0015159319549143,0.0,6.6161816463925e-05
2017-06-08,0.0,,-0.0002221176464546,0.0,0.0,0.0,0.0,,5.169134167259948e-05,0.0,-2.1303288097750066e-05
2017-06-09,0.0,,0.0,0.0,0.0,0.0,0.0008072481449465,,0.0,0.0,0.0001009060181183125
2017-06-12,0.0,,0.0,0.0,0.0,0.0,0.0003126882552544,,0.0,-0.0026837967728857,-0.0002963885647039125
2017-06-13,0.0,,0.0,0.0,0.0,0.0,0.0,,0.004932961247632,0.0001154990502738,0.0006310575372382249
2017-06-14,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0002822639474331,0.0,3.52829934291375e-05
2017-06-15,0.0,,0.0,0.0,0.0012092693497247,0.00590130118437,0.0,,0.0,0.0,0.0008888213167618374
2017-06-16,0.0,,0.0,0.0,-0.0013099716173119,-0.001793320875662,0.0,,0.0,0.0,-0.0003879115616217375
2017-06-19,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-06-20,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-06-21,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-06-22,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0032269150586887,0.0,0.0004033643823360875
2017-06-23,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.000249266868708,0.0,-3.11583585885e-05
2017-06-26,0.0,,0.0,0.0,-0.0015173178277688,-0.0042365529770325,0.0,,0.0,0.0,-0.0007192338506001625
2017-06-27,0.0,,0.0,0.0,4.322121871402906e-05,-0.0003184111545381,0.0,,0.0,0.0,-3.4398741978008864e-05
2017-06-28,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0029948310902472,0.0,-0.0003743538862809
2017-06-29,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0021177804218075,0.0,-0.0002647225527259375
2017-06-30,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.000217886414713,0.0,-2.7235801839125e-05
2017-07-03,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-07-04,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-07-05,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0015153278116151,0.0001894159764518875
2017-07-06,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0012555715877542,-0.0008038473445574,5.6465530399599996e-05
2017-07-07,0.0009455828362239,,0.0,0.0,0.0,0.0,0.0,,-2.573284563145428e-05,0.0,0.00011498124882405571
2017-07-10,0.0039476386143164,,0.0,0.0,0.0,0.0005610921576335,0.0,,0.0,0.0,0.0005635913464937375
2017-07-11,-0.0008896139739101,,0.0,0.0001884709111847,0.0,-0.000154443719624,0.0,,0.0,0.0,-0.000106948347793675
2017-07-12,0.0,,0.0,-0.0001110915833597,0.0,0.0,0.0,,-0.003511711215721,0.0,-0.0004528503498850875
2017-07-13,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0006656069228915,0.0,-8.32008653614375e-05
2017-07-14,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-07-17,0.0,,0.0,0.0,0.0,-0.000658860247877,0.0,,0.0,0.0,-8.2357530984625e-05
2017-07-18,0.0,,0.0,0.0,0.0,-0.0190971730930538,0.0,,0.0,-0.0004285596115043,-0.0024407165880697625
2017-07-19,0.0,,0.0,0.0,0.0,-0.0019285305907815,0.0,,0.0,-0.0009229175642878,-0.00035643101938366247
2017-07-20,0.0,,0.0,0.0,0.0,-0.0063488444533125,0.0,,0.0,0.0,-0.0007936055566640625
2017-07-21,0.0,,0.0,0.0,0.0,-0.0001296401992955,0.0,,-0.0014585939206093,0.0,-0.0001985292649881
2017-07-24,0.0,,0.0,0.0,0.0,0.0055011616275151,0.0,,-6.601670966499551e-05,0.0,0.000679393114731263
2017-07-25,0.0,,0.0,0.0,0.0,-0.0004654193809937,0.0,,0.0,0.0,-5.81774226242125e-05
2017-07-26,0.0,,0.0,0.0,0.0,-0.0027433629237396,0.0,,0.0,0.0,-0.00034292036546745
2017-07-27,0.0,,0.0,0.0,0.0,0.0022268843679251,0.0,,0.0005688368683036,0.0,0.0003494651545285875
2017-07-28,0.0,,-0.0023201452407209,0.0,0.0,-0.0001802463969301,0.0,,0.0006088734753075,0.0,-0.0002364397702929375
2017-07-31,0.0,,0.0010854047096442,0.0,0.0,0.0,0.0,,-0.0003127178493437,0.0,9.658585753756251e-05
2017-08-01,-0.001918636593183,,0.0,0.0,0.0,0.0007447746609923,0.0,,0.0,0.0,-0.0001467327415238375
2017-08-02,0.00217913296724,,0.0,0.0,0.0,-0.0026261189386409,0.0,,0.0,0.0,-5.587324642511248e-05
2017-08-03,0.0,,0.0,0.0,0.0,0.0005890211566985,0.0,,0.0,0.0,7.36276445873125e-05
2017-08-04,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-08-07,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0036692926450954,0.0,0.000458661580636925
2017-08-08,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0010024000238824,0.0,-0.0001253000029853
2017-08-09,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-08-10,0.0,,0.0,0.0,0.0,-0.0023100850372076,0.0,,0.0,0.0,-0.00028876062965095
2017-08-11,0.0,,0.009207975871232,0.0,0.0,0.0005114979838296,-0.0037143779646842,,-0.0005607467012401,0.0,0.0006805436486421625
2017-08-14,0.0,,0.0014484570316306,0.0,0.0031916323332639,0.0,0.0019176613841593,,0.0015354155871116,0.0,0.001011645792020675
2017-08-15,0.0,,0.0008681158783945,0.0,0.0001878860965491,0.0,-0.0003621064049388,,0.0002980680309181,0.0,0.0001239954501153625
2017-08-16,0.0,,0.0,0.0,0.0,0.0006020349865272,0.0001811187867422,,0.0,0.0,9.7894221658675e-05
2017-08-17,0.0,,0.0,0.0,0.0,0.0002578132692299,0.0001293471347625,,0.0,0.0,4.8395050499049996e-05
2017-08-18,0.0,,0.0,0.0,0.0,0.0,0.0004267903406087,,0.0,0.0,5.33487925760875e-05
2017-08-21,0.0,,0.0,0.0,0.0,0.0,0.0012668972816793,,-0.0029614177882943,0.0,-0.000211815063326875
2017-08-22,0.0,,0.0,0.0,0.0,0.0,-0.0001420228277724,,0.0004983091516186,0.0,4.4535790480775e-05
2017-08-23,0.0,,0.0,0.0,0.0,0.0,-0.0001412377752306,,-0.0039000705938392,0.0,-0.0005051635461337249
2017-08-24,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0004083359218605,0.0,-5.10419902325625e-05
2017-08-25,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-08-28,0.0,,0.0,0.0,0.0,-0.0031437315648422,0.0,,0.0012054330928104,0.0,-0.00024228730900397496
2017-08-29,0.0,,-0.0044072425759394,0.0,0.0,0.0013767615119333,-0.0001441109610652,,0.0005244086227909,0.0,-0.00033127292528505
2017-08-30,0.0,,-0.000152821532083,0.0,0.0,-0.0003762561586824,-0.0001419263376454,,0.0,0.0,-8.387550355135e-05
2017-08-31,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-09-01,0.0,,0.0,0.0,0.0064103938012298,0.0,0.0,,0.0,-0.0023624317061314,0.0005059952618873
2017-09-04,0.0,,0.0,0.0,-0.0001795557829099,-0.0036588040553363,0.0,,0.0,-9.814147693409936e-07,-0.00047991765662694266
2017-09-05,-0.0045418013880922,,0.0,0.0,0.0,-8.366284189698092e-05,0.0,,0.0,0.0,-0.0005781830287486476
2017-09-06,2.948875110142524e-05,,0.0,0.0,0.0,8.275568915294684e-05,0.0,,-0.000265017108823,0.0,-1.9096583571078493e-05
2017-09-07,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0008490589951939,0.0,-0.0001061323743992375
2017-09-08,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-09-11,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-09-12,0.0,,0.0,0.0,0.0,-0.0040634890998511,0.0,,-0.0032406606286856,0.0,-0.0009130187160670874
2017-09-13,0.0,,0.0014865974568396,0.0,0.0,0.0039388668260467,0.0,,0.0005036134048495,0.0,0.000741134710966975
2017-09-14,0.0,,9.867669697127825e-05,0.0,0.0,0.0072704004390231,0.0,,0.0,0.0,0.0009211346419992973
2017-09-15,0.0,,0.0,0.0,0.0,0.002362900704796,0.0,,0.0,0.0,0.0002953625880995
2017-09-18,0.0,,0.0,0.0,0.0,-0.0005198939341216,-0.0006711045896041,,0.0,0.0,-0.0001488748154657125
2017-09-19,0.0,,0.0,0.0,0.0,0.0,0.000366183935532,,0.0,0.0,4.57729919415e-05
2017-09-20,0.0,,0.0,0.0,-0.0009094551341281,0.0,0.0,,0.0,0.0,-0.0001136818917660125
2017-09-21,0.0,,0.0,0.0,-0.0010695775688337,0.0,0.0,,0.0,0.0,-0.0001336971961042125
2017-09-22,0.0,,0.0,0.0,0.0,-0.0075253005830178,0.0,,0.0028437596919479,0.0,-0.0005851926113837375
2017-09-25,0.0,,0.0,0.0,0.0,0.0007538582498649,0.0,,-0.0003740828088386,0.0,4.7471930128287494e-05
2017-09-26,0.0004162210558811,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.20276319851375e-05
2017-09-27,0.0033935552020583,,0.0,0.0008867079799981,0.0,0.0,0.0,,0.0,0.0,0.00053503289775705
2017-09-28,-0.0002310946693269,,0.0,0.0006382149558035,0.0,0.0021104711979065,0.0,,0.0,0.0,0.0003146989355478875
2017-09-29,0.0,,0.0,0.0001793834711056,-0.0017464113929451,0.0001028152078357,0.0,,0.0,0.0,-0.000183026589250475
2017-10-09,0.0,,0.0,0.0012554590891304,-0.0040830812790686,0.0,0.0,,-0.0036168761805818,0.0,-0.0008055622963150001
2017-10-10,0.0,,0.0,-0.0004975733682346,0.0,0.0,0.0,,-0.0003076690165855,0.0,-0.0001006552981025125
2017-10-11,0.0,,-0.0022768052288015,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0002846006536001875
2017-10-12,0.0,,-0.0003077830823658,-0.0001792155854669,0.0,0.0,0.0,,0.0,-0.0034994744852405,-0.00049830914413415
2017-10-13,0.0,,-0.0001160518039154,-0.0001792477094501,0.0,0.0,0.0007195353854849,,0.0,-4.796900633108336e-05,4.703335822353957e-05
2017-10-16,0.0,,0.0,-0.0001394398794068,0.0,0.0,0.0001616681201672,,0.0,0.0,2.778530095049998e-06
2017-10-17,0.0,,0.0,0.0001992276079978,0.0,0.0053743767034633,0.0,,0.0,0.0,0.0006967005389326375
2017-10-18,0.0,,0.0,0.0002314603041473,0.0,3.9570893577201005e-05,0.0,,0.0,0.0,3.387889971556262e-05
2017-10-19,0.0,,0.0,-0.0005201014886597,0.0,0.0,0.0,,-1.7802171421554824e-05,0.0,-6.723795751015685e-05
2017-10-20,-0.0023009255154986,,0.0,1.9924545869409727e-05,0.0,0.0,0.0,,-6.853044363264171e-05,0.0,-0.000293691426657729
2017-10-23,-0.002089448140631,,0.0,-0.0004283692011324,0.0,0.0052632059746244,0.0,,0.0,0.0,0.00034317357910762503
2017-10-24,-0.0008778760281409,,0.0,0.0009268699659263,0.0,-0.0037545550181306,0.0,,0.0,0.0,-0.00046319513504315
2017-10-25,0.0,,0.0,-0.0009857543621321,0.0072338665165634,-0.0007166839904877,0.0,,0.0,0.0,0.00069142852049295
2017-10-26,0.0,,0.0,-0.0005880494436759,-0.0011587036515225,0.0,0.0,,0.0,0.0,-0.00021834413689980002
2017-10-27,0.0,,0.0066770296442617,0.0001495920633793,0.0,0.008346271373524,0.0,,0.0,0.0,0.001896611635145625
2017-10-30,0.0,,0.0014559472184649,0.0003589672534585,0.0,0.0016637239074346,0.0,,0.0,0.0,0.00043482979741975
2017-10-31,0.0,,0.0021746372453612,-0.0001794192211043,0.0,0.0,0.0,,0.0007670169496392,0.0,0.0003452793717370125
2017-11-01,-0.0031461483594181,,-0.0001509864950995,-0.0012063123108161,0.0,0.0,0.0,,0.0003023080492541,0.0,-0.00052514238950995
2017-11-02,-0.0009142743930048,,0.0,0.0007386357444032,0.0,0.0,0.0,,0.0,0.0,-2.1954831075200005e-05
2017-11-03,0.0,,0.0,-0.0012866713891694,0.0,0.0,5.669309941302991e-05,,0.0,0.0,-0.00015374728621954625
2017-11-06,0.0,,0.0,-7.989637490180002e-05,-0.000761877478581,-0.0024792511227719,-0.0004467864893002,,0.0,0.0,-0.0004709764331943625
2017-11-07,0.0,,0.0,-0.00076906405386,-0.0013581360814434,-6.165954182235645e-05,0.0,,0.0,0.0,-0.00027360745964071957
2017-11-08,0.0,,0.0,-0.0028887087652623,0.0,0.0,0.0,,-0.0014139614799745,0.0,-0.0005378337806546
2017-11-09,0.0,,0.0,-0.0014335020544914,0.0,0.0,0.0,,-0.0009243986930653,0.0,-0.0002947375934445875
2017-11-10,0.0,,0.0,0.0002810886581323,0.0,0.0,0.0,,0.0,0.0,3.51360822665375e-05
2017-11-13,0.0,,0.0,-0.000642307816003,0.0,0.0,0.0,,0.0,0.0,-8.0288477000375e-05
2017-11-14,0.0,,0.0,-0.0047400647236431,0.0,0.0,0.0,,0.0,0.0,-0.0005925080904553875
2017-11-15,0.0,,0.0,0.0003834328769471,0.0,0.0009758856906485,0.0,,0.0,0.0,0.00016991482094945
2017-11-16,0.0,,0.0,0.0015734895356374,0.0,-0.0012961482199052,0.0,,0.0,0.0,3.4667664466525014e-05
2017-11-17,0.0,,0.0,0.0028499869765041,0.0017683928036862,0.0,0.0,,0.0,0.0,0.0005772974725237875
2017-11-20,0.0,,0.0,0.0010945786292571,-0.0016337955256189,0.0,0.0,,0.0014431139514323,0.0,0.00011298713188381249
2017-11-21,0.0,,0.0,0.0004413651451564,0.0,0.0,0.0,,0.0009081232387853,0.0,0.00016868604799271248
2017-11-22,0.0011419585480736,,0.0,0.0002907714183928,0.0,0.0,0.0,,0.0,0.0,0.0001790912458083
2017-11-23,0.0030079660282569,,0.0,0.0011226528356773,0.0,0.0,0.0,,0.0,0.0,0.0005163273579917749
2017-11-24,-0.0006418140951665,,0.0,-4.004978212990285e-05,0.0,0.0,0.0,,0.0,0.0,-8.523298466205036e-05
2017-11-27,0.0,,0.0,-0.0002603340101644,0.0,-0.0041055973091379,0.0,,0.0,0.0,-0.0005457414149127875
2017-11-28,0.0,,0.0,0.000150231808621,0.0,-0.0012616121001403,0.0,,0.0,0.0,-0.0001389225364399125
2017-11-29,0.0,,0.0,0.0010314367979151,0.0,0.0,0.0,,0.0,0.0,0.0001289295997393875
2017-11-30,0.0,,0.0,0.0014505265502164,0.0,-0.0015859784151102,0.0,,0.0,0.0,-1.6931483111725e-05
2017-12-01,0.0,,0.0,5.088721491586234e-05,0.0,0.0023544894511056,0.0,,0.0,-0.0009953060680495,0.0001762588247464953
2017-12-04,0.0,,0.0,0.0,0.0006343766225949,0.0003718440513604,-0.0003927867727439,,0.0,-0.0016239812627739,-0.0001263184201953125
2017-12-05,0.0,,0.0,0.0,-0.0017535835514433,0.0,-0.0001087580031489,,0.0,0.0018912409420257,3.612423429187497e-06
2017-12-06,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0080533966417082,0.0005282371247083,0.0010727042208020625
2017-12-07,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0065772683701119,0.0090684591393879,0.001955715938687475
2017-12-08,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0048504541667345,0.001808164292296,-0.0003802862343048125
2017-12-11,0.0,,0.0090208964324145,0.0,0.0,0.0,0.0,,-0.0014479179069029,-0.0023425307414758,0.0006538059730044751
2017-12-12,0.0,,0.0011781306237903,0.0,0.0,0.0,0.0,,0.0023014811265755,-0.0122097615975628,-0.0010912687308996252
2017-12-13,0.0,,0.0006034585976077,0.0,0.0,0.0,0.0,,-0.0001737585103898,-0.0005611406974325,-1.6430076276825002e-05
2017-12-14,0.000991582086794,,0.0081116231091182,0.0,0.0,0.0,0.0,,-0.0036252539115598,-0.0012398814547743,0.0005297587286972627
2017-12-15,-5.785557843740463e-05,,0.0024228798642622,0.0,0.0,0.0001470400407157,0.0,,1.688609202488145e-05,0.0002186149606209,0.0003434456723982846
2017-12-18,0.0,,-0.0058187607741684,0.0,0.0,0.0006735647087026,0.0,,0.003410932991718,-0.0032472837958331,-0.0006226933586976125
2017-12-19,0.0,,0.0040219357266555,0.0004609783610036,0.0,0.0,0.0,,-0.0012284736616058,0.000415064276642,0.00045868808783691245
2017-12-20,0.0,,-0.0009007529051497,-0.0004820382511276,0.0,0.0,0.0,,0.0004886240451476,0.0002060538451285,-8.601415825015002e-05
2017-12-21,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0020545868900634,0.0,0.000256823361257925
2017-12-22,0.0,,0.0,0.0,0.0029923638996813,0.0,0.0,,0.0029915295968638,0.0,0.0007479866870681375
2017-12-25,0.0,,0.0,0.0,-0.0010475019271315,0.0095906261753784,0.0,,-0.0005430912736247,0.0,0.0010000041218277752
2017-12-26,0.0,,0.0,0.0,0.0,0.0002519743721971,0.0,,-0.0006339804036394,0.0,-4.7750753930287506e-05
2017-12-27,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0014259566046818,0.0,-0.000178244575585225
2017-12-28,0.0,,0.0,0.0,0.0,0.0018702900849079,0.0,,-0.0020999895007833,0.0,-2.871242698442497e-05
2017-12-29,0.0,,0.0,0.0,0.0,0.0002195358304009,0.0,,0.0031987012802954,0.0,0.0004272796388370375
2018-01-02,0.0,,0.0,0.0,0.0,0.0,0.0,,-8.390795300472487e-05,0.0,-1.0488494125590608e-05
2018-01-03,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0001678299882802,0.0,-2.0978748535025e-05
2018-01-04,0.0,,0.0,0.0,0.0,-0.0006279158869227,0.0,,-0.0002517872398699,0.0,-0.000109962890849075
2018-01-05,0.0,,0.0,0.0,0.0,0.0003222850683668,0.0004010924684445,,0.0011753030457029,0.0,0.00023733507281427499
2018-01-08,0.0,,0.0001758697475395,0.0,-0.0055195503740771,0.0,-7.113816740433876e-05,,-0.0001677033328625,0.0,-0.0006978152658505547
2018-01-09,0.0026846777800881,,-6.581498746061065e-05,0.0,0.0018539240278074,0.0,0.0,,0.0002515971929815,0.0,0.0005905480016770487
2018-01-10,-0.0003426234028954,,0.0006813901305016,0.0,0.0,0.0,0.0,,0.0010061356310258,0.0,0.000168112794829
2018-01-11,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0004188018081725,0.0,-5.23502260215625e-05
2018-01-12,0.0,,0.0,0.0,0.0,0.0,0.0,,-0.0004189772766136,0.0,-5.23721595767e-05
2018-01-15,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0005029834705809,0.0,6.28729338226125e-05
