date,close,portfolio_value,daily_return,position,beta,g_pos,g_neg,holding_days,target_days,cash
2017-03-01,-172.0,80000.0,0.0,0,1.5,0.0,0.0,0,0,80000.0
2017-03-02,-167.25,80000.0,0.0,0,1.5,11.526408152496273,0.0,0,0,80000.0
2017-03-03,-159.75,80000.0,0.0,0,1.5,13.960310134834128,0.0,0,0,80000.0
2017-03-06,-306.7000000000003,80000.0,0.0,0,1.6,13.752328411145054,0.0,0,0,80000.0
2017-03-07,-156.75,80000.0,0.0,0,1.5,0.0,94.91383103544274,0,0,80000.0
2017-03-08,-283.4000000000001,80000.0,0.0,0,1.6,0.0,41.38767890347045,0,0,80000.0
2017-03-09,-292.7000000000003,80000.0,0.0,0,1.6,0.0,91.82713313338266,0,0,80000.0
2017-03-10,-269.60000000000014,80000.0,0.0,0,1.6,0.0,129.6518568756416,0,0,80000.0
2017-03-13,-258.8000000000002,80000.0,0.0,0,1.6,0.0,131.13203860068748,0,0,80000.0
2017-03-14,-237.80000000000018,80000.0,0.0,0,1.6,0.0,111.90282351796988,0,0,80000.0
2017-03-15,-224.20000000000027,80000.0,0.0,0,1.6,0.0,66.72542993048711,0,0,80000.0
2017-03-16,-329.0999999999999,80000.0,0.0,0,1.7,0.0,21.645389135125225,0,0,80000.0
2017-03-17,-312.3499999999999,80000.0,0.0,0,1.7,0.0,62.33471528846793,0,0,80000.0
2017-03-20,-321.9000000000001,80000.0,0.0,0,1.7,0.0,80.50151894726918,0,0,80000.0
2017-03-21,-322.5499999999997,80000.0,0.0,0,1.7,0.0,102.21966559106976,0,0,80000.0
2017-03-22,-437.5999999999999,80000.0,0.0,0,1.8,0.0,115.68562032937557,0,0,80000.0
2017-03-23,-327.0499999999997,80000.0,0.0,0,1.7,0.0,206.01699372161144,0,0,80000.0
2017-03-24,-431.3000000000002,80000.0,0.0,0,1.8,0.0,177.12150498878236,0,0,80000.0
2017-03-27,-501.0999999999999,80000.0,0.0,0,1.9,0.0,226.43773625995743,0,0,80000.0
2017-03-28,-233.94999999999982,80000.0,0.0,0,1.7,0.0,310.4110480274666,0,0,80000.0
2017-03-29,-0.5,80000.0,0.0,0,1.5,88.14392850973246,130.6121193943418,0,0,80000.0
2017-03-30,113.60000000000014,80000.0,0.0,0,1.4,325.85381675222584,0.0,0,0,80000.0
2017-03-31,295.0,80000.0,0.0,0,1.3,581.697167834423,0.0,0,0,80000.0
2017-04-05,704.45,80000.0,0.0,0,0.9,883.0684907506981,0.0,0,0,80000.0
2017-04-06,572.0,80000.0,0.0,0,1.0,1382.3251290750984,0.0,0,0,80000.0
2017-04-07,534.5,80000.0,0.0,0,1.0,1604.555661007881,0.0,0,0,80000.0
2017-04-10,785.4,80000.0,0.0,0,0.8,1684.5848898891904,0.0,0,0,80000.0
2017-04-11,1128.0,80000.0,0.0,0,0.5,1891.2819246067402,0.0,0,0,80000.0
2017-04-12,940.8000000000001,80000.0,0.0,0,0.6,2263.267001637419,0.0,0,0,80000.0
2017-04-13,606.75,79848.03700000001,-0.001899537499999826,-10,0.9,0.0,0.0,0,1,56792.805
2017-04-14,504.0,79826.062,-0.00027521027223254,0,1.0,0.0,38.13638555092278,1,0,79826.062
