date,close,portfolio_value,daily_return,position,beta,g_pos,g_neg,holding_days,target_days,cash
2020-12-18,1213.9999999999927,1570000.0,0.0,0,1.1,0.0,0.0,0,0,1570000.0
2020-12-21,-4152.0,1570000.0,0.0,0,1.2,83.7352518320536,0.0,0,0,1570000.0
2020-12-22,-4020.0,1570000.0,0.0,0,1.2,0.0,4120.677577074681,0,0,1570000.0
2020-12-23,-4034.0,1570000.0,0.0,0,1.2,0.0,7275.808847047576,0,0,1570000.0
2020-12-24,-4006.0,1570000.0,0.0,0,1.2,0.0,9666.178929314012,0,0,1570000.0
2020-12-25,-4068.0,1569559.58,-0.0002805222929935791,10,1.2,0.0,0.0,0,1,368612.18000000005
2020-12-28,-4026.0,1568596.196,-0.000613792564663318,0,1.2,0.0,1003.0443090516121,1,0,1568596.196
2020-12-29,-4112.0,1568596.196,0.0,0,1.2,0.0,1332.070074062494,1,0,1568596.196
2020-12-30,-4052.0,1569073.988,0.0003045984691396608,10,1.2,0.0,0.0,0,6,361248.60399999993
2020-12-31,-3990.0,1569693.988,0.000395137517250177,10,1.2,0.0,0.0,1,6,361248.60399999993
2021-01-04,-3988.0,1569713.988,1.2741336943955517e-05,10,1.2,42.98162474292445,0.0,2,6,361248.60399999993
2021-01-05,1206.9999999999927,1569933.988,0.00014015292064795126,10,1.1,80.43833470991451,0.0,3,6,361248.60399999993
2021-01-06,1224.9999999999927,1569293.988,-0.0004076604525361516,10,1.1,4180.613229773827,0.0,4,6,361248.60399999993
2021-01-07,-4136.0,1568233.988,-0.000675462984058739,10,1.2,7426.949494696352,0.0,5,6,361248.60399999993
2021-01-08,1206.9999999999927,1569086.806,0.0005438078797717072,0,1.1,5325.801478276329,1071.9948407228303,6,0,1569086.806
2021-01-11,1282.9999999999927,1569086.806,0.0,0,1.1,7760.555583546038,0.0,6,0,1569086.806
2021-01-12,1267.9999999999927,1569086.806,0.0,0,1.1,9507.649525503008,0.0,6,0,1569086.806
2021-01-13,1260.9999999999927,1567417.5130000003,-0.0010638627471830642,-10,1.1,0.0,0.0,0,1,404780.1930000001
2021-01-14,1286.9999999999927,1567379.303,-2.437767836793725e-05,0,1.1,380.8578419174094,0.0,1,0,1567379.303
2021-01-15,1203.9999999999927,1567379.303,0.0,0,1.1,775.2812806024416,0.0,1,0,1567379.303
2021-01-18,1210.9999999999927,1567379.303,0.0,0,1.1,1089.9558906089699,0.0,1,0,1567379.303
2021-01-19,1205.9999999999927,1565577.7060000002,-0.0011494326845783442,-10,1.1,0.0,0.0,0,7,395392.48600000015
2021-01-20,1226.9999999999927,1565367.7060000002,-0.0001341357884665495,-10,1.1,0.0,32.25442487044131,1,7,395392.48600000015
2021-01-21,1237.9999999999927,1565257.7060000002,-7.027102934242802e-05,-10,1.1,0.0,36.2063497684497,2,7,395392.48600000015
2021-01-22,1246.9999999999927,1565167.7060000002,-5.749851903302794e-05,-10,1.1,0.0,25.409321206811633,3,7,395392.48600000015
2021-01-25,1174.9999999999927,1565887.7060000002,0.00046001460242250936,-10,1.1,9.678090928680836,3.9445549926351315,4,7,395392.48600000015
2021-01-26,1148.9999999999927,1566147.7060000002,0.00016604000338205083,-10,1.1,0.0,39.53321300206745,5,7,395392.48600000015
2021-01-27,1167.9999999999927,1565957.7060000002,-0.00012131678210947072,-10,1.1,0.0,91.09811400476218,6,7,395392.48600000015
2021-01-28,1241.9999999999927,1564991.4760000003,-0.0006170217728728167,0,1.1,0.0,116.93119805124745,7,0,1564991.4760000003
2021-01-29,1152.9999999999927,1564991.4760000003,0.0,0,1.1,27.225436139462136,73.29949133356692,7,0,1564991.4760000003
2021-02-01,1138.9999999999927,1564991.4760000003,0.0,0,1.1,0.0,107.44360816661701,7,0,1564991.4760000003
2021-02-02,1133.9999999999927,1564991.4760000003,0.0,0,1.1,0.0,141.41298522169353,7,0,1564991.4760000003
2021-02-03,1141.9999999999927,1564052.0620000004,-0.0006002678061870492,10,1.1,0.0,0.0,0,1,433607.8700000002
2021-02-04,1191.9999999999927,1563751.1000000003,-0.00019242454091661365,0,1.1,0.0,11.520249558530267,1,0,1563751.1000000003
2021-02-05,1196.9999999999927,1563751.1000000003,0.0,0,1.1,17.13494233187932,0.0,1,0,1563751.1000000003
2021-02-08,1193.9999999999927,1563751.1000000003,0.0,0,1.1,34.801276517389354,0.0,1,0,1563751.1000000003
2021-02-09,1247.9999999999927,1563751.1000000003,0.0,0,1.1,58.65622931802224,0.0,1,0,1563751.1000000003
2021-02-10,1168.9999999999927,1563751.1000000003,0.0,0,1.1,120.30318596045888,0.0,1,0,1563751.1000000003
2021-02-18,1321.9999999999927,1563751.1000000003,0.0,0,1.1,99.31577118224364,5.584013793213198,1,0,1563751.1000000003
2021-02-19,1355.9999999999927,1563751.1000000003,0.0,0,1.1,200.3303757014408,0.0,1,0,1563751.1000000003
2021-02-22,1403.0,1562978.4320000005,-0.0004941118826390367,-10,1.1,0.0,0.0,0,1,288195.1920000004
2021-02-23,1290.0,1565921.1390000004,0.0018827559867440335,0,1.1,114.96249096707572,0.0,1,0,1565921.1390000004
2021-02-24,1294.0,1565921.1390000004,0.0,0,1.1,104.80182802307172,0.0,1,0,1565921.1390000004
2021-02-25,1147.0,1565921.1390000004,0.0,0,1.1,86.27718331131464,0.0,1,0,1565921.1390000004
2021-02-26,1158.0,1565921.1390000004,0.0,0,1.1,0.0,117.21844876835817,1,0,1565921.1390000004
2021-03-01,1296.0,1565921.1390000004,0.0,0,1.1,0.0,221.40752708411173,1,0,1565921.1390000004
2021-03-02,1296.9999999999927,1565921.1390000004,0.0,0,1.1,0.0,184.14930135483195,1,0,1565921.1390000004
2021-03-03,1304.0,1565921.1390000004,0.0,0,1.1,9.874362588243962,138.5950925145171,1,0,1565921.1390000004
2021-03-04,1295.9999999999927,1565921.1390000004,0.0,0,1.1,44.668585610385136,75.67502982237067,1,0,1565921.1390000004
2021-03-05,1536.9999999999927,1565921.1390000004,0.0,0,1.1,70.49960540713337,21.50604961912937,1,0,1565921.1390000004
2021-03-08,1552.9999999999927,1565921.1390000004,0.0,0,1.1,291.06951021418166,0.0,1,0,1565921.1390000004
2021-03-09,1384.9999999999927,1565921.1390000004,0.0,0,1.1,466.62806794360466,0.0,1,0,1565921.1390000004
2021-03-10,1500.9999999999927,1565921.1390000004,0.0,0,1.1,447.1941743070133,0.0,1,0,1565921.1390000004
2021-03-11,1514.0,1564729.6810000003,-0.0007608671792763699,-10,1.1,0.0,0.0,0,1,261065.44100000046
2021-03-12,7410.0,1565440.3300000005,0.00045416726520208783,0,1.0,50.41776607728261,0.0,1,0,1565440.3300000005
2021-03-15,7480.0,1565440.3300000005,0.0,0,1.0,4696.870923155534,0.0,1,0,1565440.3300000005
2021-03-16,7360.0,1565440.3300000005,0.0,0,1.0,8399.245262034574,0.0,1,0,1565440.3300000005
2021-03-17,7420.0,1565440.3300000005,0.0,0,1.0,11096.350191853398,0.0,1,0,1565440.3300000005
2021-03-18,7420.0,1564861.0100000005,-0.0003700684011380684,-10,1.0,0.0,0.0,0,1,301062.5300000005
2021-03-19,7370.0,1564881.2700000005,1.2946836728922051e-05,0,1.0,1113.8659900676098,0.0,1,0,1564881.2700000005
2021-03-22,7390.0,1564881.2700000005,0.0,0,1.0,1470.3871968042417,0.0,1,0,1564881.2700000005
2021-03-23,7480.0,1563501.2900000005,-0.0008818432595847359,-10,1.0,0.0,0.0,0,9,298303.4100000005
2021-03-24,7450.0,1563801.2900000005,0.0001918770402804526,-10,1.0,53.14705973259087,0.0,1,9,298303.4100000005
2021-03-25,1583.9999999999927,1564301.2900000005,0.0003197337175748771,-10,1.1,81.6710008017344,0.0,2,9,298303.4100000005
2021-03-26,1588.9999999999927,1563701.2900000005,-0.00038355782472054845,-10,1.1,0.0,4562.368620514692,3,9,298303.4100000005
2021-03-29,1571.9999999999927,1563701.2900000005,0.0,-10,1.1,0.0,8158.55022394422,4,9,298303.4100000005
2021-03-30,1584.9999999999927,1564001.2900000005,0.00019185249888753475,-10,1.1,0.0,10881.381736927866,5,9,298303.4100000005
2021-03-31,7320.0,1565101.2900000005,0.0007033242280765073,-10,1.0,0.0,12763.02257606271,6,9,298303.4100000005
2021-04-01,7230.0,1566001.2900000005,0.0005750426542681097,-10,1.0,2613.366033499752,8902.10289527674,7,9,298303.4100000005
2021-04-02,1508.0,1563601.2900000005,-0.0015325657873500598,-10,1.1,5181.299718479726,5104.322294542419,8,9,298303.4100000005
2021-04-06,1362.0,1563118.8500000006,-0.0003085441301983183,0,1.1,2933.977024999208,6237.571029633321,9,0,1563118.8500000006
2021-04-07,1438.9999999999927,1563118.8500000006,0.0,0,1.1,567.8451769163064,7480.582038693269,9,0,1563118.8500000006
2021-04-08,1410.9999999999927,1563118.8500000006,0.0,0,1.1,0.0,8622.248307262593,9,0,1563118.8500000006
2021-04-09,7330.0,1563118.8500000006,0.0,0,1.0,0.0,9765.800684939004,9,0,1563118.8500000006
2021-04-12,7320.0,1563118.8500000006,0.0,0,1.0,2760.234608368804,5751.74957902209,9,0,1563118.8500000006
2021-04-13,7290.0,1563118.8500000006,0.0,0,1.0,5510.469216737608,1747.6984731051755,9,0,1563118.8500000006
2021-04-14,1440.9999999999927,1563118.8500000006,0.0,0,1.1,8220.022173326506,0.0,9,0,1563118.8500000006
2021-04-15,7400.0,1563118.8500000006,0.0,0,1.0,5088.393530071405,1870.085642459193,9,0,1563118.8500000006
2021-04-16,7460.0,1563118.8500000006,0.0,0,1.0,7052.692245708689,0.0,9,0,1563118.8500000006
2021-04-19,7570.0,1563118.8500000006,0.0,0,1.0,8268.909769163178,0.0,9,0,1563118.8500000006
2021-04-20,1448.0,1563118.8500000006,0.0,0,1.1,8843.988403013938,0.0,9,0,1563118.8500000006
2021-04-21,1433.0,1563118.8500000006,0.0,0,1.1,4005.577195038794,3673.8745063105675,9,0,1563118.8500000006
2021-04-22,1423.0,1563118.8500000006,0.0,0,1.1,0.0,6463.516700653127,9,0,1563118.8500000006
2021-04-23,1361.0,1563118.8500000006,0.0,0,1.1,0.0,8419.69047015455,9,0,1563118.8500000006
2021-04-26,1361.0,1563118.8500000006,0.0,0,1.1,0.0,10424.277054693928,9,0,1563118.8500000006
2021-04-27,1420.0,1563118.8500000006,0.0,0,1.1,0.0,11617.806777100735,9,0,1563118.8500000006
2021-04-28,1347.0,1563939.6160000004,0.0005250822738140926,10,1.1,0.0,0.0,0,1,132335.18400000047
2021-04-29,1298.0,1564463.0220000006,0.0003346714890046787,0,1.1,0.0,43.7675439063829,1,0,1564463.0220000006
2021-04-30,1314.0,1564463.0220000006,0.0,0,1.1,0.0,113.42207972328599,1,0,1564463.0220000006
2021-05-06,1223.0,1564463.0220000006,0.0,0,1.1,0.0,150.43745810448988,1,0,1564463.0220000006
2021-05-07,1376.0,1564463.0220000006,0.0,0,1.1,0.0,247.05144448697223,1,0,1564463.0220000006
2021-05-10,1380.0,1564463.0220000006,0.0,0,1.1,29.188320985356718,192.52547975804316,1,0,1564463.0220000006
2021-05-11,1420.0,1564463.0220000006,0.0,0,1.1,59.31711979556008,136.3685642825323,1,0,1564463.0220000006
2021-05-12,1399.0,1564463.0220000006,0.0,0,1.1,129.44591860576344,40.211648807021454,1,0,1564463.0220000006
2021-05-13,1280.0,1564463.0220000006,0.0,0,1.1,170.3092287656154,0.0,1,0,1564463.0220000006
2021-05-14,1344.0,1564463.0220000006,0.0,0,1.1,94.28377525098837,47.40311791394454,1,0,1564463.0220000006
2021-05-17,1259.0,1564463.0220000006,0.0,0,1.1,78.18176593789164,35.30110860084782,1,0,1564463.0220000006
2021-05-18,1311.0,1564463.0220000006,0.0,0,1.1,0.0,115.31003064612091,1,0,1564463.0220000006
2021-05-19,1248.0,1564463.0220000006,0.0,0,1.1,0.0,133.92656972108128,1,0,1564463.0220000006
2021-05-20,1257.0,1564463.0220000006,0.0,0,1.1,0.0,195.42595245124258,1,0,1564463.0220000006
2021-05-21,1551.0,1565245.7090000005,0.0005002911471818638,10,1.1,0.0,0.0,0,1,106748.73500000057
2021-05-24,1548.0,1565383.7330000005,8.818040465241594e-05,0,1.1,208.20514449491935,0.0,1,0,1565383.7330000005
2021-05-25,1445.0,1565383.7330000005,0.0,0,1.1,369.6784948948652,0.0,1,0,1565383.7330000005
2021-05-26,1446.0,1565383.7330000005,0.0,0,1.1,413.0395947466522,0.0,1,0,1565383.7330000005
2021-05-27,1496.0,1565383.7330000005,0.0,0,1.1,432.3219469778547,0.0,1,0,1565383.7330000005
2021-05-28,1509.0,1565383.7330000005,0.0,0,1.1,475.68491075797846,0.0,1,0,1565383.7330000005
2021-05-31,1537.0,1565420.2450000006,2.3324632312471394e-05,-10,1.1,0.0,0.0,0,1,120428.48500000045
2021-06-01,1582.0,1565780.7360000005,0.00023028384943368785,0,1.1,23.422753203403673,0.0,1,0,1565780.7360000005
2021-06-02,1597.0,1565780.7360000005,0.0,0,1.1,86.13748866297173,0.0,1,0,1565780.7360000005
2021-06-03,7950.0,1565780.7360000005,0.0,0,1.0,155.09644773343967,0.0,1,0,1565780.7360000005
2021-06-04,7730.0,1565780.7360000005,0.0,0,1.0,5174.231632932534,0.0,1,0,1565780.7360000005
2021-06-07,1397.0,1565780.7360000005,0.0,0,1.1,8946.65071338925,0.0,1,0,1565780.7360000005
2021-06-08,1361.0,1565780.7360000005,0.0,0,1.1,6398.186927378668,1315.2504997037038,1,0,1565780.7360000005
2021-06-09,1242.0,1565780.7360000005,0.0,0,1.1,3831.8597763548064,2642.351920108413,1,0,1565780.7360000005
2021-06-10,1297.0,1565780.7360000005,0.0,0,1.1,1182.6828825776797,4040.317883474144,1,0,1565780.7360000005
2021-06-11,-5030.0,1565780.7360000005,0.0,0,1.2,0.0,5337.109330558689,1,0,1565780.7360000005
2021-06-15,-4902.0,1565780.7360000005,0.0,0,1.2,0.0,11754.726279947621,1,0,1565780.7360000005
2021-06-16,-4762.0,1565780.7360000005,0.0,0,1.2,0.0,16224.250458819226,1,0,1565780.7360000005
2021-06-17,-4784.0,1567811.9460000005,0.001297250600482469,10,1.2,0.0,0.0,0,1,136495.82600000047
2021-06-18,1359.0,1567986.0540000007,0.00011105158398905246,0,1.1,0.0,1898.7574562313164,1,0,1567986.0540000007
2021-06-21,1372.9999999999927,1567986.0540000007,0.0,0,1.1,2924.97277356188,0.0,1,0,1567986.0540000007
2021-06-22,1536.0,1567986.0540000007,0.0,0,1.1,5840.582928164861,0.0,1,0,1567986.0540000007
2021-06-23,1501.0,1567986.0540000007,0.0,0,1.1,8876.45689710088,0.0,1,0,1567986.0540000007
