date,P_close,Y_close,spread,beta,P_position,Y_position,daily_return
2017-11-13,5630.0,6074.0,-444.0,1.0,10,-7,0.00162679
2017-11-14,5546.0,6026.0,-1082.6000000000004,1.1,0,0,-0.00085093
2017-11-15,5478.0,5970.0,-2283.0,1.3,-10,11,-0.00067464
2017-11-16,5492.0,5988.0,-2292.4000000000005,1.3,-10,11,0.00028764
2017-11-17,5478.0,5958.0,-2267.4000000000005,1.3,-10,11,-0.00094198
2017-11-20,5434.0,5914.0,-2254.2,1.3,-10,11,-0.00021835
2017-11-21,5388.0,5906.0,-1699.1999999999998,1.2,-10,11,0.00184645
2017-11-22,5494.0,5918.0,-2199.4000000000005,1.3,-10,11,-0.00459771
2017-11-23,5496.0,5910.0,-1596.0,1.2,-10,11,-0.00053755
2017-11-24,5496.0,5928.0,-1024.8000000000002,1.1,-10,11,0.00098604
2017-11-27,5402.0,5882.0,-1068.2000000000007,1.1,0,0,0.00039784
2017-11-28,5428.0,5870.0,-1029.000000000001,1.1,10,-11,0.00098524
2017-11-29,5412.0,5824.0,-994.4000000000005,1.1,0,0,4.031e-05
2017-11-30,5414.0,5854.0,-1025.4000000000005,1.1,0,0,0.0
2017-12-01,5456.0,6046.0,-590.0,1.0,0,0,0.0
2017-12-04,5492.0,6056.0,-564.0,1.0,0,0,0.0
2017-12-05,5386.0,5978.0,-592.0,1.0,0,0,0.0
2017-12-06,5414.0,5996.0,-582.0,1.0,0,0,0.0
2017-12-07,5316.0,5880.0,-564.0,1.0,0,0,0.0
2017-12-08,5336.0,5872.0,-536.0,1.0,0,0,0.0
2017-12-11,5324.0,5890.0,-566.0,1.0,0,0,0.0
2017-12-12,5328.0,5914.0,-586.0,1.0,0,0,0.0
2017-12-13,5324.0,5896.0,-572.0,1.0,0,0,0.0
2017-12-14,5218.0,5806.0,-588.0,1.0,0,0,0.0
2017-12-15,5246.0,5802.0,-556.0,1.0,0,0,0.0
2017-12-18,5294.0,5834.0,-1123.4000000000005,1.1,0,0,0.0
2017-12-19,5254.0,5782.0,-1106.2000000000007,1.1,10,-11,0.00093556
2017-12-20,5274.0,5778.0,-1081.8000000000002,1.1,10,-11,0.00121106
2017-12-21,5180.0,5690.0,-1079.000000000001,1.1,10,-11,0.00013881
2017-12-22,5134.0,5622.0,-488.0,1.0,10,-11,0.00142752
2017-12-25,5176.0,5660.0,-484.0,1.0,10,-11,9.9e-06
2017-12-26,5178.0,5662.0,82.19999999999982,0.9,10,-11,-9.9e-06
2017-12-27,5232.0,5706.0,96.59999999999945,0.9,0,0,-0.00019534
2017-12-28,5248.0,5694.0,123.39999999999964,0.9,10,-9,0.00030506
2017-12-29,5226.0,5668.0,691.5999999999995,0.8,0,0,-0.00076389
2018-01-02,5326.0,5780.0,702.0,0.8,0,0,0.0
2018-01-03,5320.0,5778.0,697.5999999999995,0.8,0,0,0.0
2018-01-04,5356.0,5824.0,696.8000000000002,0.8,0,0,0.0
2018-01-05,5362.0,5824.0,702.8000000000002,0.8,0,0,0.0
2018-01-08,5308.0,5756.0,1278.8000000000002,0.7,-10,8,-0.00012875
2018-01-09,5366.0,5794.0,1310.2000000000003,0.7,-10,8,-0.00136716
2018-01-10,5330.0,5798.0,1271.4,0.7,-10,8,0.00194442
2018-01-11,5328.0,5786.0,1277.8000000000002,0.7,-10,8,-0.00037625
2018-01-12,5262.0,5738.0,1245.4,0.7,-10,8,0.00136689
2018-01-15,5258.0,5740.0,1240.0000000000005,0.7,-10,8,0.00027696
2018-01-16,5228.0,5728.0,1218.4,0.7,-10,8,0.00100865
2018-01-17,5182.0,5708.0,1757.2000000000003,0.6,-10,8,0.00148182
2018-01-18,5216.0,5722.0,1210.6000000000004,0.7,-10,8,-0.00112452
2018-01-19,5150.0,5678.0,1175.4,0.7,-10,8,0.00152079
2018-01-22,5190.0,5744.0,1169.2000000000003,0.7,-10,8,0.00063106
2018-01-23,5202.0,5760.0,1170.0000000000005,0.7,-10,8,3.942e-05
2018-01-24,5230.0,5780.0,606.0,0.8,-10,8,-0.00059122
2018-01-25,5226.0,5778.0,603.5999999999995,0.8,-10,8,0.00011831
2018-01-26,5228.0,5796.0,11.599999999999454,0.9,-10,8,0.00061122
2018-01-29,5256.0,5814.0,23.399999999999636,0.9,0,0,8.938e-05
2018-01-30,5190.0,5728.0,34.80000000000018,0.9,-10,9,-0.0006822
2018-01-31,5192.0,5758.0,9.800000000000182,0.9,0,0,-0.00017921
2018-02-01,5136.0,5696.0,9.599999999999454,0.9,0,0,0.0
2018-02-02,5090.0,5630.0,-540.0,1.0,0,0,0.0
2018-02-05,5098.0,5610.0,-512.0,1.0,0,0,0.0
2018-02-06,5106.0,5600.0,-494.0,1.0,0,0,0.0
2018-02-07,5122.0,5632.0,-510.0,1.0,0,0,0.0
2018-02-08,5130.0,5640.0,-1074.000000000001,1.1,0,0,0.0
2018-02-09,5120.0,5620.0,-1062.000000000001,1.1,0,0,0.0
2018-02-12,5192.0,5644.0,-1016.4000000000005,1.1,0,0,0.0
2018-02-13,5174.0,5650.0,-1041.000000000001,1.1,0,0,0.0
2018-02-14,5140.0,5634.0,-494.0,1.0,10,-11,0.00012143
2018-02-22,5150.0,5658.0,-508.0,1.0,0,0,-0.00124913
2018-02-23,5256.0,5748.0,-492.0,1.0,0,0,0.0
2018-02-26,5288.0,5784.0,82.39999999999964,0.9,0,0,0.0
2018-02-27,5296.0,5766.0,106.59999999999945,0.9,0,0,0.0
2018-02-28,5330.0,5796.0,113.59999999999945,0.9,0,0,0.0
2018-03-01,5340.0,5798.0,121.80000000000018,0.9,0,0,0.0
2018-03-02,5266.0,5854.0,-2.600000000000364,0.9,0,0,0.0
2018-03-05,5254.0,5854.0,570.8000000000002,0.8,0,0,0.0
2018-03-06,5256.0,5832.0,590.3999999999996,0.8,0,0,0.0
2018-03-07,5212.0,5766.0,599.1999999999998,0.8,0,0,0.0
2018-03-08,5134.0,5732.0,1121.6000000000004,0.7,0,0,0.0
2018-03-09,5064.0,5670.0,1095.0000000000005,0.7,-10,7,0.00082362
2018-03-12,5074.0,5672.0,536.3999999999996,0.8,-10,7,-0.00042411
2018-03-13,5112.0,5708.0,545.5999999999995,0.8,-10,7,-0.0006315
2018-03-14,5108.0,5710.0,540.0,0.8,-10,7,0.00026658
2018-03-15,5110.0,5684.0,562.8000000000002,0.8,-10,7,-0.00099694
2018-03-16,5100.0,5684.0,552.8000000000002,0.8,-10,7,0.00049403
2018-03-19,5108.0,5686.0,559.1999999999998,0.8,-10,7,-0.0003259
2018-03-20,5130.0,5660.0,36.0,0.9,-10,7,-0.00198566
2018-03-21,5114.0,5628.0,48.80000000000018,0.9,0,0,0.00040055
2018-03-22,5118.0,5678.0,7.800000000000182,0.9,0,0,0.0
2018-03-23,5112.0,5654.0,23.399999999999636,0.9,0,0,0.0
2018-03-26,5104.0,5856.0,-166.40000000000055,0.9,0,0,0.0
2018-03-27,5076.0,5796.0,1018.8000000000002,0.7,0,0,0.0
2018-03-28,5078.0,5792.0,1602.8000000000002,0.6,0,0,0.0
2018-03-29,5010.0,5722.0,1576.8000000000002,0.6,-10,6,0.0007098
2018-03-30,5062.0,5820.0,1570.0,0.6,-10,6,0.00033618
2018-04-02,5130.0,5904.0,2178.0,0.5,-10,6,-0.00086982
2018-04-03,5112.0,5888.0,2756.7999999999997,0.4,-10,6,0.0004155
2018-04-04,5144.0,5954.0,2762.4,0.4,-10,6,0.00037577
2018-04-09,5170.0,5976.0,3377.2,0.3,-10,6,-0.00063264
2018-04-10,5142.0,5950.0,3357.0,0.3,-10,6,0.00061326
2018-04-11,5118.0,5900.0,3348.0,0.3,-10,6,-0.00029656
2018-04-12,5036.0,5830.0,3870.0,0.2,-10,6,0.00197763
2018-04-13,5058.0,5844.0,3889.2,0.2,-10,6,-0.00067107
2018-04-16,5024.0,5808.0,3862.3999999999996,0.2,-10,6,0.00061227
2018-04-17,4986.0,5820.0,3822.0,0.2,-10,6,0.00223045
2018-04-18,4998.0,5802.0,4417.8,0.1,-10,6,-0.00112259
2018-04-19,5016.0,5820.0,4434.0,0.1,-10,6,-0.0003549
2018-04-20,5010.0,5810.0,5010.0,0.0,-10,6,0.0
2018-04-23,5016.0,5824.0,5016.0,0.0,-10,6,0.00011834
2018-04-24,4980.0,5762.0,4980.0,0.0,-10,6,-5.916e-05
2018-04-25,4990.0,5766.0,4990.0,0.0,-10,6,-0.00037473
2018-04-26,4984.0,5736.0,4410.4,0.1,-10,6,-0.0005919
2018-04-27,4992.0,5734.0,4418.6,0.1,-10,6,-0.00045406
2018-05-02,4986.0,5758.0,4410.2,0.1,-10,6,0.00100728
2018-05-03,4980.0,5778.0,3824.3999999999996,0.2,-10,6,0.00088788
2018-05-04,4950.0,5766.0,3796.8,0.2,-10,6,0.00112365
2018-05-07,4980.0,5806.0,3818.8,0.2,-10,6,-0.00029537
2018-05-08,4986.0,5782.0,3251.4,0.3,-10,6,-0.00100454
2018-05-09,5036.0,5824.0,2124.0,0.5,-10,6,-0.00122243
2018-05-10,5086.0,5842.0,1580.8000000000002,0.6,-10,6,-0.0019346
2018-05-11,5096.0,5830.0,432.0,0.8,-10,6,-0.0008505
2018-05-14,5070.0,5780.0,446.0,0.8,0,0,0.00023466
2018-05-15,5074.0,5766.0,461.1999999999998,0.8,-10,8,-0.00058237
2018-05-16,5066.0,5740.0,474.0,0.8,0,0,-0.00066192
2018-05-17,5066.0,5744.0,470.8000000000002,0.8,0,0,0.0
2018-05-18,5128.0,5810.0,1061.0000000000005,0.7,0,0,0.0
2018-05-21,5132.0,5794.0,1076.2000000000003,0.7,0,0,0.0
2018-05-22,5162.0,5812.0,1093.6000000000004,0.7,0,0,0.0
2018-05-23,5144.0,5798.0,1085.4,0.7,0,0,0.0
2018-05-24,5178.0,5824.0,1683.6,0.6,0,0,0.0
2018-05-25,5118.0,5794.0,1062.2000000000003,0.7,0,0,0.0
2018-05-28,5034.0,5750.0,1009.0000000000005,0.7,0,0,0.0
2018-05-29,5068.0,5806.0,1003.8000000000002,0.7,0,0,0.0
2018-05-30,5088.0,5838.0,1001.4000000000001,0.7,0,0,0.0
2018-05-31,5096.0,5844.0,420.8000000000002,0.8,0,0,0.0
2018-06-01,5098.0,5862.0,408.39999999999964,0.8,0,0,0.0
2018-06-04,5096.0,5884.0,388.8000000000002,0.8,0,0,0.0
2018-06-05,5044.0,5832.0,378.39999999999964,0.8,0,0,0.0
2018-06-06,5034.0,5814.0,382.8000000000002,0.8,0,0,0.0
2018-06-07,5024.0,5822.0,366.39999999999964,0.8,0,0,0.0
2018-06-08,4976.0,5734.0,962.2000000000003,0.7,0,0,0.0
2018-06-11,4964.0,5738.0,373.59999999999945,0.8,-10,7,0.00092645
2018-06-12,4924.0,5700.0,364.0,0.8,-10,7,0.00066322
2018-06-13,4854.0,5632.0,-214.80000000000018,0.9,-10,7,0.00110793
2018-06-14,4864.0,5656.0,-792.0,1.0,0,0,0.00031219
2018-06-15,4850.0,5664.0,-1380.4000000000005,1.1,0,0,0.0
2018-06-19,4630.0,5458.0,-1373.8000000000002,1.1,0,0,0.0
2018-06-20,4660.0,5494.0,-1932.8000000000002,1.2,10,-11,0.00077712
2018-06-21,4696.0,5490.0,-1892.0,1.2,10,-11,0.00199385
2018-06-22,4718.0,5492.0,-1872.3999999999996,1.2,10,-11,0.00097524
2018-06-25,4728.0,5508.0,-1881.5999999999995,1.2,10,-11,-0.00037397
2018-06-26,4758.0,5502.0,-1844.3999999999996,1.2,10,-11,0.00180163
2018-06-27,4782.0,5558.0,-1887.5999999999995,1.2,10,-11,-0.00184753
2018-06-28,4816.0,5554.0,-1848.8000000000002,1.2,10,-11,0.00189033
2018-06-29,4856.0,5570.0,-1828.0,1.2,10,-11,0.00110061
2018-07-02,4872.0,5596.0,-1843.1999999999998,1.2,10,-11,-0.00061841
2018-07-03,4864.0,5596.0,-1291.6000000000004,1.1,10,-11,-0.00039289
2018-07-04,4812.0,5580.0,-1326.000000000001,1.1,10,-11,-0.00169007
2018-07-05,4822.0,5592.0,-1329.2000000000007,1.1,10,-11,-0.00015748
2018-07-06,4822.0,5614.0,-1353.4000000000005,1.1,10,-11,-0.00119115
2018-07-09,4784.0,5614.0,-1391.4000000000005,1.1,10,-11,-0.00187263
2018-07-10,4694.0,5524.0,-830.0,1.0,10,-11,0.00044435
2018-07-11,4654.0,5500.0,-846.0,1.0,10,-11,-0.00067116
2018-07-12,4646.0,5512.0,-1417.2000000000007,1.1,10,-11,-0.00104693
2018-07-13,4600.0,5470.0,-1417.000000000001,1.1,10,-11,9.89e-06
2018-07-16,4646.0,5456.0,-1355.6000000000004,1.1,10,-11,0.00303529
2018-07-17,4638.0,5478.0,-1387.8000000000002,1.1,10,-11,-0.00158698
2018-07-18,4654.0,5490.0,-1385.000000000001,1.1,10,-11,0.00013822
2018-07-19,4674.0,5514.0,-1391.4000000000005,1.1,10,-11,-0.00031588
2018-07-20,4644.0,5488.0,-1941.5999999999995,1.2,10,-11,-6.912e-05
2018-07-23,4760.0,5504.0,-1844.8000000000002,1.2,10,-11,0.00485855
2018-07-24,4780.0,5508.0,-1829.5999999999995,1.2,10,-11,0.00076653
2018-07-25,4772.0,5508.0,-1837.5999999999995,1.2,10,-11,-0.00039279
2018-07-26,4802.0,5568.0,-1879.5999999999995,1.2,10,-11,-0.00176826
2018-07-27,4850.0,5590.0,-2417.0,1.3,10,-11,0.00117109
2018-07-30,4852.0,5814.0,-2706.2,1.3,10,-11,-0.01201175
2018-07-31,4842.0,5820.0,-396.0,0.9,10,-11,-0.00082577
2018-08-01,4868.0,5814.0,798.2000000000003,0.7,10,-11,0.00162304
2018-08-02,4908.0,5824.0,1413.6,0.6,10,-11,0.00144147
2018-08-03,4870.0,5800.0,1390.0,0.6,10,-11,-0.00057576
2018-08-06,4894.0,5844.0,1387.6,0.6,10,-11,-0.00121178
2018-08-07,4912.0,5878.0,1385.2000000000003,0.6,10,-11,-0.00096463
2018-08-08,4928.0,5888.0,1395.2000000000003,0.6,10,-11,0.00024886
2018-08-09,4948.0,5914.0,1399.6,0.6,10,-11,-0.00042793
2018-08-10,4970.0,5896.0,1432.4,0.6,10,-11,0.00208081
2018-08-13,4922.0,5842.0,1416.8000000000002,0.6,10,-11,0.00056631
2018-08-14,4890.0,5864.0,1371.6,0.6,10,-11,-0.00279025
2018-08-15,4900.0,5882.0,1370.8000000000002,0.6,10,-11,-0.00048792
2018-08-16,4868.0,5834.0,1367.6,0.6,10,-11,0.00103609
2018-08-17,4922.0,5882.0,1392.8000000000002,0.6,10,-11,5.971e-05
2018-08-20,4944.0,5876.0,1418.4,0.6,10,-11,0.00142306
2018-08-21,4948.0,5884.0,1417.6,0.6,10,-11,-0.0002385
2018-08-22,4954.0,5874.0,1429.6,0.6,10,-11,0.00084487
2018-08-23,4932.0,5864.0,1413.6,0.6,10,-11,-0.00054622
2018-08-24,4918.0,5860.0,1402.0,0.6,10,-11,-0.00047696
2018-08-27,4840.0,5786.0,1368.4,0.6,10,-11,0.00016901
2018-08-28,4900.0,5828.0,1403.2000000000003,0.6,10,-11,0.00068585
2018-08-29,4858.0,5782.0,1967.0,0.5,10,-11,0.00042712
2018-08-30,4892.0,5798.0,1993.0,0.5,10,-11,0.00081416
2018-08-31,4868.0,5768.0,1984.0,0.5,10,-11,0.00044643
2018-09-03,4894.0,5822.0,2565.2,0.4,10,-11,-0.00165601
2018-09-04,4950.0,5874.0,2600.4,0.4,10,-11,-5.96e-05
2018-09-05,4936.0,5856.0,2593.6,0.4,10,-11,0.00028807
2018-09-06,4946.0,5874.0,2596.4,0.4,10,-11,-0.00048659
2018-09-07,4900.0,5872.0,2551.2,0.4,10,-11,-0.00217582
2018-09-10,4928.0,5916.0,195.19999999999982,0.8,10,-11,-0.00101561
2018-09-11,4922.0,5906.0,787.8000000000002,0.7,0,0,-0.00027629
2018-09-12,4882.0,5892.0,1346.8000000000002,0.6,-10,7,0.00180927
2018-09-13,4872.0,5828.0,1375.2000000000003,0.6,-10,7,-0.00173161
2018-09-14,4858.0,5836.0,1356.4,0.6,-10,7,0.00097697
2018-09-17,4852.0,5850.0,1342.0,0.6,-10,7,0.00078679
2018-09-18,4776.0,5822.0,1282.8000000000002,0.6,-10,7,0.00280632
2018-09-19,4732.0,5778.0,687.4000000000001,0.7,-10,7,0.00065496
2018-09-20,4684.0,5750.0,-491.0,0.9,-10,7,0.00140823
2018-09-21,4652.0,5734.0,-1655.4000000000005,1.1,-10,7,0.00102993
2018-09-25,4690.0,5816.0,-2870.8,1.3,-10,7,0.00095962
2018-09-26,4736.0,5874.0,-2900.2,1.3,-10,7,-0.00026686
2018-09-27,4732.0,5866.0,-2893.8,1.3,-10,7,-7.909e-05
2018-09-28,4698.0,5854.0,-2326.8,1.2,-10,7,0.00126553
2018-10-08,4750.0,5882.0,-2308.3999999999996,1.2,-10,7,-0.00159966
2018-10-09,4806.0,5964.0,-1754.4000000000005,1.1,-10,7,6.923e-05
2018-10-10,4806.0,5980.0,22.0,0.8,-10,7,0.00055382
2018-10-11,4718.0,5874.0,1781.0,0.5,0,0,0.00042015
2018-10-12,4798.0,5918.0,1839.0,0.5,10,-5,0.00297554
2018-10-15,4808.0,5916.0,2441.6,0.4,10,-5,0.00054179
2018-10-16,4786.0,5870.0,2438.0,0.4,10,-5,4.923e-05
2018-10-17,4808.0,5878.0,2456.7999999999997,0.4,10,-5,0.00088603
2018-10-18,4728.0,5788.0,2412.7999999999997,0.4,10,-5,-0.00172132
2018-10-19,4736.0,5774.0,1849.0,0.5,10,-5,0.00073898
2018-10-22,4774.0,5784.0,1303.6,0.6,10,-5,0.00162456
2018-10-23,4766.0,5752.0,739.6000000000004,0.7,10,-5,0.00039319
2018-10-24,4704.0,5696.0,716.8000000000002,0.7,0,0,-0.00047962
2018-10-25,4664.0,5670.0,1262.0,0.6,0,0,0.0
2018-10-26,4662.0,5674.0,1257.6,0.6,0,0,0.0
2018-10-29,4672.0,5700.0,1252.0,0.6,0,0,0.0
2018-10-30,4634.0,5648.0,1245.2000000000003,0.6,0,0,0.0
2018-10-31,4650.0,5652.0,1258.8000000000002,0.6,0,0,0.0
2018-11-01,4618.0,5634.0,1801.0,0.5,-10,6,0.00057003
2018-11-02,4532.0,5458.0,1803.0,0.5,-10,6,-0.00096286
2018-11-05,4556.0,5538.0,1787.0,0.5,-10,6,0.00118015
2018-11-06,4530.0,5536.0,1208.4,0.6,-10,6,0.00121805
2018-11-07,4508.0,5518.0,1197.2000000000003,0.6,-10,6,0.00054942
2018-11-08,4470.0,5472.0,1186.8000000000002,0.6,-10,6,0.00050989
2018-11-09,4412.0,5452.0,1140.8000000000002,0.6,-10,6,0.00225414
2018-11-12,4384.0,5464.0,1105.6,0.6,-10,6,0.00172103
2018-11-13,4368.0,5436.0,562.8000000000002,0.7,-10,6,-3.905e-05
2018-11-14,4272.0,5356.0,522.8000000000002,0.7,-10,6,0.00234292
2018-11-15,4286.0,5386.0,-22.800000000000182,0.8,-10,6,0.00019479
2018-11-16,4296.0,5444.0,-59.19999999999982,0.8,0,0,4.127e-05
2018-11-19,4236.0,5416.0,-638.4000000000005,0.9,-10,8,0.00050361
2018-11-20,4196.0,5402.0,-665.8000000000002,0.9,-10,8,0.00140143
2018-11-21,4164.0,5436.0,-1272.0,1.0,-10,8,0.00287668
2018-11-22,4182.0,5412.0,-1771.2000000000007,1.1,-10,8,-0.00180246
2018-11-23,4218.0,5398.0,-1719.8000000000002,1.1,-10,8,-0.00229112
2018-11-26,4206.0,5428.0,-2307.5999999999995,1.2,-10,8,0.00175148
2018-11-27,4128.0,5374.0,-2858.2,1.3,-10,8,0.00169014
2018-11-28,4168.0,5388.0,-2836.4000000000005,1.3,-10,8,-0.00139637
2018-11-29,4212.0,5390.0,-3333.999999999999,1.4,-10,8,-0.00205865
2018-11-30,4230.0,5442.0,-3933.0,1.5,-10,8,0.00114821
2018-12-03,4210.0,5382.0,-3863.0,1.5,-10,8,-0.00136073
2018-12-04,4514.0,5534.0,-4340.4,1.6,-10,8,-0.00887623
2018-12-05,4512.0,5526.0,-4329.6,1.6,-10,8,-0.00021604
2018-12-06,4534.0,5530.0,-4314.0,1.6,-10,8,-0.00092327
2018-12-07,4486.0,5444.0,-4768.799999999999,1.7,-10,8,-0.00102243
2018-12-10,4524.0,5450.0,-4741.0,1.7,-10,8,-0.00163363
2018-12-11,4496.0,5376.0,-5180.800000000001,1.8,-10,8,-0.00153773
2018-12-12,4496.0,5394.0,-4673.799999999999,1.7,-10,8,0.00071081
2018-12-13,4504.0,5376.0,-4635.199999999999,1.7,-10,8,-0.00110493
2018-12-14,4504.0,5354.0,-4597.799999999999,1.7,-10,8,-0.00086912
2018-12-17,4488.0,5352.0,-3004.7999999999993,1.4,-10,8,0.00071171
2018-12-18,4532.0,5398.0,-1405.8000000000002,1.1,-10,8,-0.0003556
2018-12-19,4592.0,5440.0,-848.0,1.0,-10,8,-0.00130434
2018-12-20,4596.0,5440.0,-844.0,1.0,-10,8,-0.00019789
2018-12-21,4600.0,5442.0,-842.0,1.0,-10,8,-0.00011876
2018-12-24,4556.0,5462.0,-1452.2000000000007,1.1,-10,8,0.00296923
2018-12-25,4480.0,5402.0,-2002.3999999999996,1.2,-10,8,0.00138154
2018-12-26,4498.0,5410.0,-1994.0,1.2,-10,8,-0.00057156
2018-12-27,4504.0,5388.0,-1422.8000000000002,1.1,-10,8,-0.0011635
2018-12-28,4482.0,5376.0,-894.0,1.0,-10,8,0.00061204
2019-01-02,4598.0,5456.0,-312.40000000000055,0.9,0,0,-0.0006141
2019-01-03,4630.0,5522.0,-892.0,1.0,10,-9,-0.00161658
2019-01-04,4634.0,5540.0,-1460.000000000001,1.1,0,0,-0.00085813
2019-01-07,4634.0,5536.0,-2009.1999999999998,1.2,0,0,0.0
2019-01-08,4666.0,5598.0,-2051.5999999999995,1.2,0,0,0.0
2019-01-09,4680.0,5598.0,-2037.5999999999995,1.2,0,0,0.0
2019-01-10,4630.0,5586.0,-2073.2,1.2,0,0,0.0
2019-01-11,4634.0,5568.0,-934.0,1.0,10,-12,0.00150742
2019-01-14,4642.0,5580.0,-380.0,0.9,10,-12,-0.0003162
2019-01-15,4618.0,5566.0,165.19999999999982,0.8,0,0,-0.00094542
2019-01-16,4616.0,5554.0,172.80000000000018,0.8,0,0,0.0
2019-01-17,4578.0,5504.0,1275.6,0.6,0,0,0.0
2019-01-18,4678.0,5580.0,772.0000000000005,0.7,0,0,0.0
2019-01-21,4752.0,5678.0,777.4000000000001,0.7,0,0,0.0
2019-01-22,4726.0,5676.0,185.19999999999982,0.8,0,0,0.0
2019-01-23,4748.0,5674.0,208.80000000000018,0.8,0,0,0.0
2019-01-24,4780.0,5690.0,228.0,0.8,0,0,0.0
2019-01-25,4778.0,5692.0,224.39999999999964,0.8,0,0,0.0
2019-01-28,4844.0,5790.0,212.0,0.8,0,0,0.0
2019-01-29,4822.0,5790.0,190.0,0.8,0,0,0.0
2019-01-30,4802.0,5762.0,192.39999999999964,0.8,0,0,0.0
2019-01-31,4778.0,5732.0,192.39999999999964,0.8,0,0,0.0
2019-02-01,4780.0,5726.0,199.19999999999982,0.8,0,0,0.0
2019-02-11,4772.0,5746.0,175.19999999999982,0.8,0,0,0.0
2019-02-12,4764.0,5708.0,197.59999999999945,0.8,0,0,0.0
2019-02-13,4778.0,5712.0,208.39999999999964,0.8,0,0,0.0
2019-02-14,4778.0,5712.0,208.39999999999964,0.8,0,0,0.0
2019-02-15,4768.0,5680.0,224.0,0.8,0,0,0.0
2019-02-18,4780.0,5736.0,191.19999999999982,0.8,0,0,0.0
2019-02-19,4836.0,5784.0,208.80000000000018,0.8,0,0,0.0
2019-02-20,4738.0,5712.0,168.39999999999964,0.8,0,0,0.0
2019-02-21,4708.0,5692.0,-414.8000000000002,0.9,0,0,0.0
2019-02-22,4712.0,5714.0,-430.60000000000036,0.9,0,0,0.0
2019-02-25,4668.0,5732.0,-490.8000000000002,0.9,0,0,0.0
2019-02-26,4570.0,5644.0,54.80000000000018,0.8,10,-9,-0.00071134
2019-02-27,4562.0,5656.0,-528.4000000000005,0.9,0,0,7.099e-05
2019-02-28,4560.0,5674.0,-546.6000000000004,0.9,0,0,0.0
2019-03-01,4620.0,5760.0,-564.0,0.9,0,0,0.0
2019-03-04,4662.0,5792.0,28.399999999999636,0.8,10,-9,0.00010964
2019-03-05,4634.0,5780.0,10.0,0.8,0,0,-0.00074173
2019-03-06,4618.0,5798.0,559.4000000000001,0.7,0,0,0.0
2019-03-07,4582.0,5718.0,1723.0,0.5,0,0,0.0
2019-03-08,4590.0,5724.0,2300.4,0.4,-10,5,-0.0004331
2019-03-11,4584.0,5724.0,1722.0,0.5,-10,5,0.00029732
2019-03-12,4586.0,5676.0,1748.0,0.5,-10,5,-0.001288
2019-03-13,4512.0,5634.0,568.2000000000003,0.7,-10,5,0.00262892
2019-03-14,4474.0,5596.0,-562.4000000000005,0.9,-10,5,0.00093997
2019-03-15,4448.0,5532.0,-2190.3999999999996,1.2,-10,5,-0.00029655
2019-03-18,4462.0,5566.0,-2217.2,1.2,-10,5,0.00014832
2019-03-19,4438.0,5524.0,-2190.8,1.2,-10,5,0.0001483
2019-03-20,4486.0,5558.0,-2183.5999999999995,1.2,-10,5,-0.0015322
2019-03-21,4492.0,5550.0,-2168.0,1.2,-10,5,-0.00049502
2019-03-22,4466.0,5498.0,-1581.8000000000002,1.1,-10,5,0.0
2019-03-25,4426.0,5440.0,-1558.000000000001,1.1,-10,5,0.00054479
2019-03-26,4432.0,5444.0,-1012.0,1.0,-10,5,-0.000198
2019-03-27,4438.0,5480.0,-494.0,0.9,-10,5,0.00059411
2019-03-28,4378.0,5420.0,-500.0,0.9,0,0,-0.000184
2019-03-29,4322.0,5376.0,-516.4000000000005,0.9,10,-9,0.00693282
2019-04-01,4346.0,5390.0,-505.0,0.9,0,0,0.00036774
2019-04-02,4386.0,5406.0,61.19999999999982,0.8,0,0,0.0
2019-04-03,4422.0,5598.0,-56.400000000000546,0.8,0,0,0.0
2019-04-04,4456.0,5598.0,-22.400000000000546,0.8,0,0,0.0
2019-04-08,4452.0,5602.0,530.6000000000004,0.7,0,0,0.0
2019-04-09,4520.0,5632.0,577.6000000000004,0.7,0,0,0.0
2019-04-10,4692.0,5610.0,765.0000000000005,0.7,0,0,0.0
2019-04-11,4672.0,5598.0,753.4000000000001,0.7,0,0,0.0
2019-04-12,4702.0,5602.0,780.6000000000004,0.7,0,0,0.0
2019-04-15,4668.0,5578.0,763.4000000000001,0.7,0,0,0.0
2019-04-16,4644.0,5550.0,759.0000000000005,0.7,0,0,0.0
2019-04-17,4670.0,5568.0,772.4000000000001,0.7,0,0,0.0
2019-04-18,4590.0,5494.0,744.2000000000003,0.7,0,0,0.0
2019-04-19,4616.0,5510.0,759.0000000000005,0.7,0,0,0.0
2019-04-22,4616.0,5514.0,756.2000000000003,0.7,0,0,0.0
2019-04-23,4604.0,5504.0,200.80000000000018,0.8,0,0,0.0
2019-04-24,4570.0,5454.0,206.80000000000018,0.8,0,0,0.0
2019-04-25,4578.0,5446.0,221.19999999999982,0.8,0,0,0.0
2019-04-26,4504.0,5360.0,216.0,0.8,0,0,0.0
2019-04-29,4500.0,5358.0,749.4000000000001,0.7,0,0,0.0
2019-04-30,4496.0,5374.0,734.2000000000003,0.7,0,0,0.0
2019-05-06,4384.0,5346.0,641.8000000000002,0.7,-10,7,0.00114922
2019-05-07,4428.0,5406.0,643.8000000000002,0.7,-10,7,-9.815e-05
2019-05-08,4412.0,5386.0,641.8000000000002,0.7,-10,7,9.816e-05
2019-05-09,4432.0,5424.0,635.2000000000003,0.7,-10,7,0.00032388
