date,J-JM,OI-Y,L-MA,P-Y
2018-12-20,-0.00058908,0.00562522,0.0042293,-0.00019789
2018-12-21,-0.00012595,0.00138512,-0.0023214,-0.00011876
2018-12-24,-0.00022027,0.00180881,0.0024531,0.00296923
2018-12-25,0.00351103,-0.00047794,-0.00540785,0.00138154
2018-12-26,0.00042336,0.00031878,0.0002095,-0.00057156
2018-12-27,0.0,0.00010623,-0.00115932,-0.0011635
2018-12-28,0.0,-0.00058418,-0.00096559,0.00061204
2019-01-02,0.0,0.00116904,0.00603346,-0.0006141
2019-01-03,0.0,0.00185766,0.00403215,-0.00161658
2019-01-04,0.0,0.00010596,-0.00452339,-0.00085813
2019-01-07,0.0,-0.00031783,-0.00098064,0.0
2019-01-08,0.0,0.00249047,0.00151127,0.0
2019-01-09,0.0,0.00116286,0.00360024,0.0
2019-01-10,0.0,-5.28e-05,0.00194354,0.0
2019-01-11,-0.00099278,0.00142556,-0.00255258,0.00150742
2019-01-14,-0.00123611,0.00289978,0.00120457,-0.0003162
2019-01-15,-0.00046537,-0.00194512,0.00098086,-0.00094542
2019-01-16,-0.00099158,-0.00147485,-0.002959,0.0
2019-01-17,0.0,-0.00163529,-0.0044202,0.0
2019-01-18,-0.00133266,0.00132094,-0.00453222,0.0
2019-01-21,0.00094344,0.00052768,0.00590602,0.0
2019-01-22,0.00060736,-0.00326988,-0.0004225,0.0
2019-01-23,-0.00062715,0.00047622,-0.00220086,0.0
2019-01-24,-0.00013609,0.00095198,0.00120267,0.0
2019-01-25,-0.00081163,0.00021135,0.00075867,0.0
2019-01-28,0.00069625,0.0,-0.00259502,0.0
2019-01-29,0.00014674,5.283e-05,0.00176862,0.0
2019-01-30,-6.154e-05,-0.00142624,-0.00285495,0.0
2019-01-31,-2.616e-05,0.00037029,0.00120963,0.0
2019-02-01,0.0,0.00015864,0.00132022,0.0
2019-02-11,0.0,0.00227346,0.00932181,0.0
2019-02-12,0.0,-0.0023738,0.00140271,0.0
2019-02-13,0.0,0.0,0.00325396,0.0
2019-02-14,0.0,-0.00111041,7.197e-05,0.0
2019-02-15,0.0,0.00037055,-0.00511424,0.0
2019-02-18,0.0,0.00105832,-0.00398801,0.0
2019-02-19,0.0,-0.0018501,-0.00560654,0.0
2019-02-20,0.0,-0.00021183,-0.00095917,0.0
2019-02-21,0.0,0.00030502,0.00476632,0.0
2019-02-22,0.0,0.00171046,0.00059175,0.0
2019-02-25,0.0,-9.874e-05,0.00207475,0.0
2019-02-26,0.0,0.0,0.00021769,-0.00071134
2019-02-27,0.0,0.0,0.00107853,7.099e-05
2019-02-28,0.0,0.0,0.00218373,0.0
2019-03-01,0.0,0.0,0.00219343,0.0
2019-03-04,0.0,0.0,0.00059165,0.00010964
2019-03-05,0.0,0.0,0.0007884,-0.00074173
2019-03-06,0.00028926,0.0,-0.00279566,0.0
2019-03-07,-0.00046872,0.0,-0.00244704,0.0
2019-03-08,0.00070089,0.0,0.00240476,-0.0004331
2019-03-11,0.002207,0.0,-0.00024086,0.00029732
2019-03-12,-0.00181501,-0.00793821,0.00272722,-0.001288
2019-03-13,0.00122396,-0.00140688,-0.00065352,0.00262892
2019-03-14,-0.0012124,0.00023481,0.00042795,0.00093997
2019-03-15,0.00108795,0.00673319,5.768e-05,-0.00029655
2019-03-18,0.00094589,0.00163229,0.00383047,0.00014832
2019-03-19,0.00011338,0.00595768,-0.0031312,0.0001483
2019-03-20,-0.0007146,-0.00400788,0.00390949,-0.0015322
2019-03-21,0.00059349,0.00102448,-0.00215285,-0.00049502
2019-03-22,-2.513e-05,0.01005499,-0.00095409,0.0
2019-03-25,-0.00012064,0.00529604,-0.00057588,0.00054479
2019-03-26,5.03e-06,0.00014547,0.00085952,-0.000198
2019-03-27,0.00096022,0.00182852,-0.00348789,0.00059411
2019-03-28,-0.00094423,-0.00482221,0.00015406,-0.000184
2019-03-29,-0.00079933,0.00261557,-0.00289303,0.00693282
2019-04-01,-5.03e-06,-0.00162137,0.00041518,0.00036774
2019-04-02,-0.00036729,1.041e-05,0.00579079,0.0
2019-04-03,-0.00013086,-0.01325216,-0.00142977,0.0
2019-04-04,-7.047e-05,0.00058025,-0.00013934,0.0
2019-04-08,-0.00146998,0.00125472,-0.00125902,0.0
2019-04-09,-0.00109402,-0.00300124,-0.00157816,0.0
2019-04-10,0.00979138,0.00198572,-0.00226979,0.0
2019-04-11,-0.00057979,0.00103306,-0.00170983,0.0
2019-04-12,-9.189e-05,-0.00032645,0.00048867,0.0
2019-04-15,0.00023561,-0.0004635,0.00447809,0.0
2019-04-16,0.00100507,0.00223424,-0.00116508,0.0
2019-04-17,-0.00104902,-0.00086226,0.0008917,0.0
2019-04-18,-0.00129515,0.00406244,0.0017481,0.0
2019-04-19,0.00060585,-0.00166662,0.00196138,0.0
2019-04-22,-0.00040533,-0.00011549,0.00314742,0.0
2019-04-23,0.00013516,0.00021001,-0.00055481,0.0
2019-04-24,-0.00082589,-0.00157476,0.00093317,0.0
2019-04-25,-0.00020038,-0.00029442,-0.00021515,0.0
2019-04-26,-0.0011925,0.00640548,-0.00528897,0.0
2019-04-29,0.00107855,0.00039714,0.00162974,0.0
2019-04-30,0.00015033,-0.00103425,-0.00177588,0.0
2019-05-06,9.019e-05,0.0024262,0.00500054,0.00114922
2019-05-07,0.00206908,-0.0023473,0.00108603,-9.815e-05
2019-05-08,0.00177484,0.00182997,0.00591652,9.816e-05
2019-05-09,0.00119277,0.00300611,0.00670839,0.00032388
2019-05-10,0.00019939,0.00386085,-0.00117039,-0.00052982
2019-05-13,-0.00121603,0.00025916,0.00569345,0.00048021
2019-05-14,-0.00082831,0.00030055,0.00384305,3.587e-05
2019-05-15,0.00013983,-0.00289066,-4.212e-05,-0.0005137
2019-05-16,1.997e-05,-0.00255614,0.00053824,0.0
2019-05-17,-0.0002946,-0.00170846,-0.0017074,0.0
2019-05-20,0.00070924,0.00098092,0.00040766,0.0
2019-05-21,0.00376328,-0.00052125,-0.00276818,-8.987e-05
2019-05-22,0.00238177,0.00582021,0.00017684,0.00091303
2019-05-23,-0.0019247,0.00215699,-0.00556833,-0.00010883
2019-05-24,0.00102385,0.00114861,-0.00261147,0.0
2019-05-27,0.00010273,0.0010646,0.0019365,-0.00014589
2019-05-28,-0.00017946,-0.00272579,-0.00565179,-0.00058867
2019-05-29,0.00192658,-0.00986657,0.00581223,-0.00215972
2019-05-30,0.00153632,0.00406751,-0.00205536,0.00137734
2019-05-31,0.00173684,-0.00175996,-0.00410972,9.825e-05
2019-06-03,-0.00027662,0.00749042,-0.00676529,0.0
2019-06-04,0.00018282,-0.00322033,0.00315439,-0.0010806
2019-06-05,0.00027171,-0.00181794,0.00231898,0.0
2019-06-06,-0.00012841,0.00287237,-0.0031848,0.00014815
2019-06-10,0.00465296,-0.00223113,0.00417878,0.00048804
2019-06-11,-0.00100298,-0.00014561,-0.00023304,-0.00033415
2019-06-12,-0.00061027,0.00386957,-0.00010465,-0.00027528
2019-06-13,-0.00099475,-0.00251796,0.00439591,-0.00076705
2019-06-14,-0.00044904,-0.00023348,0.00041209,0.00033461
2019-06-17,-0.00172225,0.00186168,0.00096588,-0.00236119
2019-06-18,-0.00033934,-0.00023854,-0.00044936,0.0005128
2019-06-19,0.0,0.00342332,-0.00274471,0.002267
2019-06-20,0.0,0.0014577,-0.00142833,-0.00062939
2019-06-21,0.0,0.00037164,-0.00115951,5.904e-05
2019-06-24,0.0,-0.00213612,-0.00156525,-0.00041327
2019-06-25,0.0,1.034e-05,-0.00562276,-0.00092533
2019-06-26,0.0,-0.00077561,-0.00266914,-0.0009853
2019-06-27,0.0,0.00049677,-0.00264265,-0.00011835
2019-06-28,0.0,-0.00075513,-0.00591113,-0.00025952
2019-07-01,0.0,0.00611811,0.00029077,0.00088502
2019-07-02,0.0,7.202e-05,-0.00199605,0.00035169
2019-07-03,0.0,-0.00205769,-0.00011651,0.0
2019-07-04,0.0,-0.00223719,-0.00187405,0.0
2019-07-05,0.0,0.00219055,-0.00188729,0.0
2019-07-08,0.0,0.00109288,-0.00133043,0.0
2019-07-09,0.0,-0.0005429,-0.00304502,0.0
2019-07-10,0.0,0.00197624,0.0029809,0.0
2019-07-11,0.0,-0.00081245,0.00102484,0.0
2019-07-12,0.0,-0.00113218,0.00415368,0.00152114
2019-07-15,0.0,-0.00174141,-0.00478222,-0.00159397
2019-07-16,0.00047972,-0.00114576,-0.00360512,0.00100521
2019-07-17,-0.00208939,-0.00173612,7.834e-05,0.00038753
2019-07-18,0.00080929,-0.00178055,-0.00375495,0.0
2019-07-19,0.00010992,0.00066371,0.00295828,0.0
2019-07-22,0.0,0.00207272,0.00146008,-0.00034244
2019-07-23,0.0,0.00051711,-0.0087526,0.00059068
2019-07-24,0.0,0.00211905,0.00548845,0.00068872
2019-07-25,0.0,0.00384748,0.00099156,-4.816e-05
2019-07-26,0.0,0.00116112,-0.00846404,0.0
2019-07-29,0.0,-2.392e-05,0.00088034,0.0
2019-07-30,0.0,-0.00061585,-0.0006572,0.0
2019-07-31,0.0,-0.00075999,0.00885579,0.0
2019-08-01,0.0,0.00459422,-0.00380824,0.0
2019-08-02,0.0,-0.00895202,0.00742419,0.0
2019-08-05,0.0,-0.00272535,-0.00094743,0.0
2019-08-06,0.0,0.00043476,0.00401331,0.0
2019-08-07,0.0,-0.00054839,0.00481035,0.0
2019-08-08,0.0,-0.0003727,0.0013858,0.0
2019-08-09,0.0,-0.00386299,-0.00636781,0.0
2019-08-12,0.0,0.00150752,-0.00110544,0.0
2019-08-13,0.0,0.00273022,0.00133579,0.0
2019-08-14,0.0,-0.00114916,0.00104189,0.0
2019-08-15,0.0,0.00082918,-0.00108944,0.0
2019-08-16,0.0,-0.00135665,0.01390556,0.0
2019-08-19,0.0,0.00170071,0.00100364,0.0
2019-08-20,0.0,0.00079715,-0.00268169,0.0
2019-08-21,0.00050282,0.00065169,-0.00453602,0.0
2019-08-22,-0.00031279,0.00322533,0.00517037,0.0
2019-08-23,0.0,-0.00029883,0.00498033,0.0
2019-08-26,0.0,0.00162858,-0.00414724,0.0
2019-08-27,0.0,-2.058e-05,0.00012008,0.0
2019-08-28,0.0,0.0038385,0.00777571,0.0
2019-08-29,0.0,-0.00201955,0.00386024,0.0
2019-08-30,0.0,0.0031125,-0.00431064,0.0
2019-09-02,0.0,-0.00054274,0.00649872,0.0
2019-09-03,0.0,-0.00121927,0.00071058,0.0
2019-09-04,0.0,-0.00236971,-0.00223436,0.0
2019-09-05,0.0,0.00033933,-0.0044123,0.0
2019-09-06,0.0,-0.0015419,0.00471778,0.0
2019-09-09,0.0,1.03e-05,-5.217e-05,0.0
2019-09-10,0.0,0.00086479,0.00118108,0.0
2019-09-11,0.0,-0.00138864,-0.00120338,0.0
2019-09-12,0.0,-0.00021631,0.0013329,0.0
2019-09-16,0.0,-0.0014939,-0.00344387,0.0
2019-09-17,0.0,-0.00457096,-0.00398816,0.00156148
2019-09-18,0.0,0.00253956,-0.00342666,-0.00044456
2019-09-19,0.00022655,0.00288467,-0.00162344,0.00075044
2019-09-20,0.00013841,0.00055672,0.00460004,0.00037294
2019-09-23,-0.00194734,0.00177226,0.00834147,-9.81e-06
2019-09-24,0.00230027,-0.00355882,0.00049247,0.00179535
2019-09-25,2.223e-05,-0.00145545,0.00556117,0.00095972
2019-09-26,0.00026186,0.00068227,-0.00131318,-0.00022502
2019-09-27,-0.0001877,-0.00049586,-0.00175321,-0.00182018
2019-09-30,0.00050391,0.00069248,0.00521693,-0.00035293
2019-10-08,0.0003654,-0.00121874,0.00485639,-9.81e-06
2019-10-09,0.00103163,0.00237841,0.0008086,-0.00166724
2019-10-10,-0.00023422,0.00202201,-0.00392766,-0.00027506
2019-10-11,-0.00035264,-0.00111192,-0.00704703,-0.0001817
2019-10-14,0.0020574,-5.154e-05,-0.00883943,0.0006997
2019-10-15,0.00017725,-0.00013675,0.00140539,0.00018946
2019-10-16,0.00049228,0.00147144,-0.0020742,0.0
2019-10-17,0.00032229,0.00013794,-0.00031464,0.0
2019-10-18,0.0005755,0.0,-0.00163091,0.0
2019-10-21,0.0016616,0.0,-0.00277516,0.0
2019-10-22,-0.00013987,0.0,0.00027781,0.0
2019-10-23,-8.77e-05,0.0,-0.00688105,0.0
2019-10-24,-3.203e-05,0.0,9.643e-05,0.0
2019-10-25,-3.7e-05,0.0,-0.00510082,0.0
2019-10-28,0.0,0.0,0.00104672,0.0
2019-10-29,0.0,0.0,0.00339343,0.0
2019-10-30,0.0,-0.00295922,0.00078156,0.00164692
2019-10-31,0.0,-0.00044389,-0.00148478,0.00133325
2019-11-01,0.0,-0.00269548,-0.00065659,-0.00193847
2019-11-04,0.0,0.00050742,-0.00103868,-0.00017657
2019-11-05,0.0,-0.00200794,0.00589033,0.00262934
2019-11-06,0.00037184,0.00529959,-0.0048991,0.00056754
2019-11-07,-0.00051528,0.00073246,-0.00435794,-0.00295347
2019-11-08,-2.455e-05,-0.00017525,-0.0028339,-0.00143207
2019-11-11,-0.00098202,-0.00177342,-0.00473497,0.0043613
2019-11-12,0.00046692,0.00020658,0.00030315,0.0002934
2019-11-13,-0.00029476,-0.00051634,0.00067455,0.00215099
2019-11-14,0.00110567,-0.00049594,0.00134819,0.00044879
2019-11-15,0.00132534,-0.00229487,0.00167321,0.00228193
2019-11-18,-0.00017158,-0.00253845,0.00045291,-0.00087567
2019-11-19,-0.00017161,0.00028046,-0.00463902,0.00268774
2019-11-20,-0.00068654,1.038e-05,-0.00348692,0.00376828
2019-11-21,0.00024536,0.00076844,0.00044659,-0.00278658
2019-11-22,0.00037131,-0.00084049,0.00128522,0.00118372
2019-11-25,0.00339091,0.0017447,0.00550661,0.00536891
2019-11-26,-0.00022483,-0.0020112,-0.00321571,-0.00493539
2019-11-27,0.00026888,-0.00349034,0.00031772,0.01193468
2019-11-28,0.00065198,-0.00108413,-0.00476429,-0.00174228
2019-11-29,0.0,-0.00203495,-0.0036431,0.00220563
2019-12-02,0.0,0.00094112,-0.00455821,0.00162666
2019-12-03,0.0,0.00068951,0.00826215,-0.00059229
2019-12-04,0.0,0.00049067,0.00342213,5.735e-05
2019-12-05,0.0,0.00200347,0.00658115,-0.00061172
2019-12-06,-0.00025635,0.0030721,-0.00554161,0.00105204
2019-12-09,-0.00240609,0.00043604,0.00054747,0.00101272
2019-12-10,0.00035505,0.01100012,0.00146564,-0.00057266
2019-12-11,-0.00013463,-0.00079037,0.00064882,3.82e-05
2019-12-12,0.003513,0.000113,0.00566494,-0.00116503
2019-12-13,-6.08e-05,-0.00047249,0.00692736,-0.00313586
2019-12-16,0.0,0.00459354,0.00031775,-0.00042199
2019-12-17,0.0,0.0003478,0.0048802,-0.00439436
2019-12-18,5.802e-05,-0.00237239,-0.0048996,-0.00179248
2019-12-19,-0.00163448,-0.00637559,0.00139578,0.00033896
2019-12-20,-0.00178377,0.00254803,-0.00015861,-0.00322614
2019-12-23,-0.00031822,-0.00161548,0.00092777,0.00018063
2019-12-24,-0.00044076,-0.00083481,-0.00013447,0.0
2019-12-25,0.00044095,0.00031976,0.00019213,0.0
2019-12-26,-0.00078357,-0.00315537,-0.00182969,0.0
2019-12-27,9.802e-05,-4.138e-05,0.0047871,0.0
2019-12-30,9.801e-05,0.00142757,0.00205415,0.0
2019-12-31,-0.00058802,0.00126026,-0.00049218,0.0
2020-01-02,0.00132383,-0.00024761,0.00167805,0.0
2020-01-03,0.0001469,-0.00060885,0.00337434,0.0
2020-01-06,-0.00080782,0.00038206,0.0032964,0.0
2020-01-07,0.00026949,0.0,0.0001043,0.0
2020-01-08,-0.00012246,0.00161021,0.0032473,0.0
2020-01-09,0.00122478,-0.00299884,-0.00790533,0.0
2020-01-10,0.00014679,-0.00035143,-0.00204804,0.0
2020-01-13,0.00171234,-0.00478738,0.01160235,0.0
2020-01-14,-0.00053725,0.00044676,0.00548695,0.0
2020-01-15,0.00041537,0.00058156,4.692e-05,0.0
2020-01-16,0.0004152,-0.00214845,-0.0006428,0.0
2020-01-17,-0.00107418,-0.00036405,-0.00503302,0.0
2020-01-20,0.0001222,0.00114456,0.00938555,0.0
2020-01-21,0.00087971,0.00184999,-0.00465615,0.0
2020-01-22,-0.00021973,0.00139012,-0.00283212,0.0
2020-01-23,0.00100123,-0.00041438,0.0010315,0.0
2020-02-03,0.00263475,0.01238488,0.00021644,0.0
2020-02-04,-0.00072995,-0.00767785,-0.00890033,0.00405561
2020-02-05,0.0001461,-0.00243466,0.00329877,5.785e-05
2020-02-06,0.00065734,-0.00940044,0.00235595,0.00099005
2020-02-07,2.433e-05,-0.00649346,0.00445541,0.0
2020-02-10,-0.00060823,-0.00064098,-0.00260782,0.0
2020-02-11,-0.00077901,-0.00340674,-0.00040044,0.0
2020-02-12,-0.00073089,0.00457895,-0.00369024,0.0
2020-02-13,-0.00021943,-0.00357084,0.00109272,0.0
2020-02-14,0.00021948,-0.00084321,0.00043945,0.0
2020-02-17,0.00026819,-0.00560152,-8.502e-05,0.0
2020-02-18,0.00075561,-0.00327801,-0.00400558,0.0
2020-02-19,0.00077939,0.00544938,0.0004126,0.0
2020-02-20,-0.0013142,0.00990816,-0.00291547,0.0
2020-02-21,-0.00036554,-0.00072324,0.00089384,0.0
2020-02-24,0.00090199,-0.00129019,-0.00165783,0.0
2020-02-25,-0.00041405,-0.00204807,0.00534336,0.0
2020-02-26,0.00090155,-0.00030521,-0.00319939,0.0
2020-02-27,0.00167975,-0.00206343,0.00014244,0.0
2020-02-28,-0.00031594,0.00458901,-0.00152389,0.0
2020-03-02,-0.0006564,-0.00114464,-0.00263879,0.0
2020-03-03,0.00017029,0.00324861,-0.00260287,0.0
2020-03-04,-9.729e-05,0.00172908,-0.00127137,0.0
2020-03-05,-0.00046218,0.00115073,-0.00011007,0.00305574
2020-03-06,0.00114381,-0.00281082,0.00111997,0.00066254
2020-03-09,-0.00075357,0.00978701,-0.00109004,-0.00042221
2020-03-10,-9.731e-05,-0.00359046,-0.00760507,0.00120956
2020-03-11,-0.00012165,-0.00365547,-0.00143718,0.00034517
2020-03-12,0.00043798,0.00642837,-0.0022603,0.00086263
2020-03-13,-0.00160523,0.00294959,0.00100685,-0.00161843
2020-03-16,0.00087699,0.00079736,0.00065766,-0.00164983
2020-03-17,7.302e-05,0.00103471,0.00124198,0.00562062
2020-03-18,0.00070579,0.00713211,0.00171344,-0.00171976
2020-03-19,0.00010649,0.00296606,-0.00550736,-0.00999177
2020-03-20,-9.533e-05,-0.00056281,0.00447195,-0.00430193
2020-03-23,0.00103359,-0.00328705,0.0006174,-0.00472829
2020-03-24,0.0,-0.00296323,0.00396725,0.00653595
2020-03-25,0.0,0.00079846,-0.00119556,0.00104671
2020-03-26,0.0,0.0,0.00727806,-0.00031949
2020-03-27,0.0,0.0,-2.386e-05,0.00564622
2020-03-30,0.00017353,0.0,0.00833288,-0.00129047
2020-03-31,-0.00721439,0.0,0.00032185,-0.00053036
2020-04-01,-0.00134571,0.0,-0.00807682,-0.00114811
2020-04-02,0.00450807,0.0,-0.00191759,-0.00043466
2020-04-03,-7.317e-05,0.0,-0.00310175,-0.002812
2020-04-07,0.01324496,0.0,-0.00411338,-0.0010175
2020-04-08,0.00086664,0.0,0.00899728,0.00226988
2020-04-09,0.00036617,0.0,0.00550099,-0.00131626
2020-04-10,0.00045489,0.0,-0.01020159,-0.00207875
2020-04-13,-5.287e-05,0.0,0.00479862,-0.002835
2020-04-14,0.00012738,0.0,-0.00224711,0.00023536
2020-04-15,-0.00114628,0.0,0.00087027,0.0
2020-04-16,0.00012992,0.00380635,-0.00727617,0.0
2020-04-17,5.052e-05,-0.00274851,0.00659799,0.0
2020-04-20,-0.00019484,-0.00171741,0.00301681,0.0
2020-04-21,-0.00058223,0.0032347,0.00131255,0.0
2020-04-22,0.000727,-0.00219743,-0.00260151,0.0
2020-04-23,0.00029588,0.00131725,0.00094644,0.0
2020-04-24,0.00193589,-0.00071942,0.0,0.00449235
2020-04-27,0.00030242,-0.00356884,0.0,-0.00048466
2020-04-28,-0.00093819,-0.0024256,0.0,0.0
2020-04-29,0.00067728,-0.00028971,0.0,-0.00105242
2020-04-30,0.00017041,0.00205961,0.0,0.0
2020-05-06,8.639e-05,-0.00174552,0.0,0.0
2020-05-07,0.00118774,-0.0006001,0.0,-0.00237254
2020-05-08,0.0003523,4.141e-05,0.0,0.00066172
2020-05-11,-0.00064926,-0.00192554,0.0,0.00202273
2020-05-12,-0.00109798,0.00068457,0.0,-7.764e-05
2020-05-13,-0.00061679,-0.00396989,0.00143135,-0.0026788
2020-05-14,0.00158976,-0.00211253,0.00039044,0.00402899
2020-05-15,0.00022778,0.00236729,-0.0033222,-0.00122129
2020-05-18,0.00112903,-0.00318361,-0.00583561,0.00201857
2020-05-19,-0.00062973,0.00231705,-0.00098952,0.00120095
2020-05-20,-0.00033303,0.00068726,-0.00047121,-0.0025925
2020-05-21,0.00124628,0.00057232,-0.00043295,-0.00019397
2020-05-22,-0.00119686,0.00139359,-0.00519761,0.00075664
2020-05-25,0.00269136,0.00144358,-0.00238985,-0.00031018
2020-05-26,0.00010756,0.00226077,-0.00062071,-0.00023271
2020-05-27,-0.00092011,0.00173831,0.00401774,0.00083407
2020-05-28,-2.223e-05,-0.01043245,-0.00351837,0.00058142
2020-05-29,-0.00115656,0.00270345,-0.0013871,-0.00670184
2020-06-01,7.847e-05,-0.00219649,-0.00452647,0.00202802
2020-06-02,0.0,-0.00012519,-0.00102455,0.0004476
2020-06-03,0.0,-0.00160686,0.00516708,0.00060301
2020-06-04,0.0,-0.00423262,0.00597622,0.00437406
2020-06-05,0.0,0.00186817,-0.00042503,-0.00313561
2020-06-08,0.0,0.00040273,0.00204873,-0.00040775
2020-06-09,0.0,0.00215721,-0.00487989,-0.00085467
2020-06-10,0.0,-0.00040808,-0.00091099,0.00499634
2020-06-11,0.0,0.0,-0.00270635,-0.00116066
2020-06-12,0.0,0.0,-0.00327783,-0.0004648
2020-06-15,0.0,0.0,-0.00264455,0.00352641
2020-06-16,0.0,0.0,-0.00408008,5.792e-05
2020-06-17,0.0,0.0,-0.00050105,0.00274154
2020-06-18,0.0,0.0,-0.00012778,-0.00286883
2020-06-19,0.00074332,0.0,0.00757941,-0.00345636
2020-06-22,0.0007466,0.0,-0.00060491,0.00145322
2020-06-23,-0.0018125,0.0,0.00162059,0.00019348
2020-06-24,0.00033537,0.0,-0.003041,0.00032885
2020-06-29,-0.00114946,0.0,0.00142737,0.00406098
2020-06-30,-0.0011364,0.0,-0.00389527,-0.00109781
2020-07-01,0.00016801,0.0,0.00111729,-0.00360554
2020-07-02,-0.0022078,-0.00522492,0.00501239,-0.0038895
2020-07-03,6.734e-05,-0.00213316,-0.00301971,-0.00132099
2020-07-06,7.696e-05,-0.00229568,-0.00676119,-0.00142
2020-07-07,0.00084647,0.00929885,-0.00995505,0.00235704
2020-07-08,0.00038443,-0.00025098,0.00099867,-0.00066075
2020-07-09,-8.062e-05,-0.00129707,0.0015747,-0.00211969
2020-07-10,-0.00014647,0.00553019,-0.00122246,-0.00150058
2020-07-13,0.00126843,0.00270822,0.0,0.00165897
2020-07-14,-0.00024953,0.00117386,0.0,0.0018121
2020-07-15,6e-05,-0.00166015,0.0,0.00058349
2020-07-16,-9.359e-05,0.00101853,0.0,0.00115283
2020-07-17,0.00143758,-0.00164045,0.0,-0.00121941
2020-07-20,9.107e-05,0.0062294,0.0,0.00111
2020-07-21,-0.00068534,0.00199471,0.0,0.0
2020-07-22,0.00044602,-0.00083549,0.0,0.0
2020-07-23,0.00239928,-0.00900195,0.0,0.0
2020-07-24,-0.00217116,-0.00211467,0.0,0.0
2020-07-27,-5.272e-05,0.00598165,0.0,0.0
2020-07-28,0.00038314,0.01084408,0.0,0.0
2020-07-29,-0.0001632,-0.0042603,0.0,0.0
2020-07-30,-0.00014411,-0.01185617,0.0,0.0
2020-07-31,0.0,0.00679215,0.0,0.0
2020-08-03,0.0,-0.00272548,0.0,-0.00202771
2020-08-04,0.0,0.00310701,0.0,0.00443633
2020-08-05,0.0,0.01245171,-0.00127782,0.00385496
2020-08-06,0.0,0.01310688,0.00021858,0.00274021
2020-08-07,0.0,-0.00443363,0.00192701,-0.00178974
2020-08-10,0.0,-0.0097183,0.0088135,0.00210142
2020-08-11,0.0,0.00340098,0.00112032,-0.01319769
2020-08-12,0.0,-0.02039797,0.00410323,-0.00060437
2020-08-13,0.0,-0.01977012,0.00319683,-0.00641804
2020-08-14,0.0,0.00743175,-0.00254346,-0.0002356
2020-08-17,0.0,-0.00427419,0.0176054,-0.0023566
2020-08-18,0.0,-0.00246953,-0.00313949,-0.00149604
2020-08-19,0.0,-0.00102001,0.00095348,0.00163628
2020-08-20,0.0,0.00455218,-0.00716836,-0.00106283
2020-08-21,0.0,0.00374806,0.0071232,0.00143832
2020-08-24,0.0,0.00145546,0.00320442,-0.00043284
2020-08-25,0.00081451,-0.00360375,-0.0057361,-0.00081346
2020-08-26,-8.38e-05,-0.00623687,0.00261447,-0.00290852
2020-08-27,0.00058666,-0.00554204,-0.00615829,0.00203494
2020-08-28,-0.00111281,0.00060971,-5.809e-05,0.0004732
2020-08-31,-0.00101822,0.00091935,-0.00226571,0.00329111
2020-09-01,-0.00043168,0.00082238,0.00558009,0.000275
2020-09-02,-0.00082775,0.00021343,-0.00732485,0.00186553
2020-09-03,-0.00126067,-0.00487582,-0.00077775,-0.00125444
2020-09-04,0.00040873,0.0006969,0.00268532,-0.00304191
2020-09-07,0.00049268,-0.00454274,0.00302745,-0.00173229
2020-09-08,0.00093683,-0.00500475,-0.00218634,0.00069017
2020-09-09,6e-05,0.00528953,-0.00212327,-0.00122175
2020-09-10,0.0009839,-0.00114057,0.00351716,0.00114433
2020-09-11,-0.00046749,-0.00149736,0.00285615,-0.0016357
2020-09-14,-0.00057564,-0.00243822,0.00387137,0.00430321
2020-09-15,0.00049198,0.00129779,0.00929008,0.00019655
2020-09-16,0.00176305,-0.00482801,-0.00358273,-0.00056988
2020-09-17,-0.00023945,-0.0014652,0.00697128,-9.831e-05
2020-09-18,-0.00153284,0.00048912,-0.00565047,0.00157314
2020-09-21,0.00169111,0.00558406,-0.00203427,0.00015707
2020-09-22,-0.00079025,0.00992851,0.00113883,-0.00406346
2020-09-23,0.00165364,-0.00053487,-0.00013383,-0.00013788
2020-09-24,0.00011963,0.00370328,0.00100384,0.00055403
2020-09-25,0.00041866,-0.00115167,-0.00312312,0.00157939
2020-09-28,0.00072936,-0.00266898,-0.00156166,0.0
2020-09-29,-0.00222232,-0.00130595,-0.00211106,0.0
2020-09-30,-0.00165249,0.00759941,-0.00136548,0.0
2020-10-09,-0.00329846,-0.00631876,-0.00246507,0.0
2020-10-12,0.00063781,-0.0038432,-0.00013514,0.0
2020-10-13,-0.00099819,0.00169796,0.00426719,0.0
2020-10-14,0.00022873,0.0001502,-0.00010575,0.0
2020-10-15,-0.00018185,0.00187718,0.00741261,0.0
2020-10-16,-0.00131977,0.00573877,0.00304439,0.0
2020-10-19,-0.00046579,0.00017033,-0.00167456,0.0
2020-10-20,0.0,-0.00081957,-0.00290681,0.0
2020-10-21,0.0,-0.00527298,0.01040901,0.0
2020-10-22,0.0,-0.00217392,-0.00175953,0.0
2020-10-23,0.0,0.00137373,-0.00145938,0.0
2020-10-26,0.0,-0.00144687,-0.00842745,0.0
2020-10-27,0.0,0.00040786,0.00239276,0.0
2020-10-28,0.0,0.00375505,0.00323684,0.00298247
2020-10-29,0.0,0.01452579,0.00072332,0.00127482
2020-10-30,0.0,0.00242318,-0.00640057,0.0
2020-11-02,0.0,0.00924887,-0.00786799,-0.0020567
2020-11-03,0.0,-0.01030963,0.00046309,-0.00068698
2020-11-04,0.0,0.00574515,0.00675025,-0.00029462
